,k1,L1,k2,L2,k3,L3,rho1,rho2,rho3
1300,2,32,1,1,2,33,-0.05819948,0.02524817,-0.00061154
1301,3,32,1,1,2,33,0.0088315,-0.05806186,0.0602781
1302,1,32,1,1,3,33,-0.0,0.0,-0.0
1303,2,32,1,1,3,33,0.08412175,0.02436042,-0.0381175
1304,3,32,1,1,3,33,-0.04305835,0.01982744,0.01925854
1305,1,32,1,1,4,33,0.0,-0.0,0.0
1306,2,32,1,1,4,33,-0.0,0.0,-0.0
1307,3,32,1,1,4,33,0.10311402,0.12346053,0.04263367
1308,1,33,1,1,1,32,-0.07043084,0.00144768,-0.12188936
1309,2,33,1,1,1,32,-0.04901041,0.06248372,-0.00632452
1310,3,33,1,1,1,32,-0.00058124,0.00501839,0.00325416
1311,4,33,1,1,1,32,9.7e-07,-4.78e-05,0.00027556
1312,1,33,1,1,2,32,-0.05798714,0.05445806,-0.00048124
1313,2,33,1,1,2,32,-0.03811788,-0.02604988,-0.07315313
1314,3,33,1,1,2,32,-0.02618262,0.0433916,0.01661579
1315,4,33,1,1,2,32,-0.00024407,0.00191961,0.00304344
1316,1,33,1,1,3,32,-0.0,0.0,0.0
1317,2,33,1,1,3,32,-0.05392373,0.02314032,0.00874658
1318,3,33,1,1,3,32,-0.04309969,-0.0016789,0.03561558
1319,4,33,1,1,3,32,-0.01460625,0.03124271,0.0305456
1320,1,33,1,1,4,32,0.0,-0.0,0.0
1321,2,33,1,1,4,32,0.0,0.0,0.0
1322,3,33,1,1,4,32,-0.063016,-0.00930638,0.01045727
1323,4,33,1,1,4,32,-0.03367736,0.01908711,0.15698313
1324,1,33,1,1,5,32,0.0,0.0,-0.0
1325,2,33,1,1,5,32,0.0,-0.0,-0.0
1326,3,33,1,1,5,32,-0.0,0.0,0.0
1327,4,33,1,1,5,32,-0.07219757,-0.05660335,-0.00621173
1328,1,33,1,1,1,33,-0.03165807,0.0723221,0.02676097
1329,2,33,1,1,1,33,0.00346815,0.01153151,6.744e-05
1330,3,33,1,1,1,33,0.01376913,-0.060495,0.04712829
1331,4,33,1,1,1,33,0.00045135,-0.00541334,0.01076978
1332,1,33,1,1,2,33,0.0,-0.0,0.0
1333,2,33,1,1,2,33,-0.02599534,0.02331038,0.03728646
1334,3,33,1,1,2,33,0.00019809,0.03702574,-0.01233672
1335,4,33,1,1,2,33,0.00843511,-0.04561218,0.0536945
1336,1,33,1,1,3,33,-0.0,0.0,-0.0
1337,2,33,1,1,3,33,0.0,-0.0,0.0
1338,3,33,1,1,3,33,-0.02810882,-0.01376287,0.02411631
1339,4,33,1,1,3,33,0.00162739,0.03948734,-0.03428189
1340,1,33,1,1,4,33,-0.0,-0.0,0.0
1341,2,33,1,1,4,33,-0.0,0.0,0.0
1342,3,33,1,1,4,33,-0.0,-0.0,-0.0
1343,4,33,1,1,4,33,-0.02957203,-0.05541922,-0.02808023
1344,1,33,1,1,1,34,-0.05389812,-0.03315046,-0.02559808
1345,2,33,1,1,1,34,0.03686685,-0.12837516,0.03274457
1346,3,33,1,1,1,34,0.00120552,-0.01605287,0.02146833
1347,4,33,1,1,1,34,8.97e-06,-0.00027185,0.00108265
1348,1,33,1,1,2,34,0.0693591,-0.10977457,-0.02774621
1349,2,33,1,1,2,34,-0.08208088,0.04157911,-0.01485904
1350,3,33,1,1,2,34,0.01730359,-0.08405549,0.0543003
1351,4,33,1,1,2,34,0.00046983,-0.00696077,0.01215642
1352,1,33,1,1,3,34,-0.0,0.0,-0.0
1353,2,33,1,1,3,34,0.0689587,-0.04395971,-0.0502746
1354,3,33,1,1,3,34,-0.06349773,0.02777171,0.00041158
1355,4,33,1,1,3,34,0.00848809,-0.05902278,0.06310829
1356,1,33,1,1,4,34,0.0,-0.0,0.0
1357,2,33,1,1,4,34,-0.0,0.0,-0.0
1358,3,33,1,1,4,34,0.08587138,0.02476161,-0.03869683
1359,4,33,1,1,4,34,-0.0468955,0.02299239,0.02527708
1360,1,33,1,1,5,34,0.0,0.0,0.0
1361,2,33,1,1,5,34,0.0,-0.0,0.0
1362,3,33,1,1,5,34,-0.0,0.0,-0.0
1363,4,33,1,1,5,34,0.10529383,0.12567091,0.04321842
1364,1,34,1,1,1,33,-0.04882958,-0.00932614,-0.07185129
1365,2,34,1,1,1,33,-0.02610936,0.04761824,0.01565151
1366,3,34,1,1,1,33,-0.00027593,0.0022213,0.002976
1367,1,34,1,1,2,33,-0.05589786,0.02429729,0.00990969
1368,2,34,1,1,2,33,-0.03408256,-0.00442335,0.03472281
1369,3,34,1,1,2,33,-0.01520107,0.03436675,0.02965037
1370,1,34,1,1,3,33,0.0,0.0,0.0
1371,2,34,1,1,3,33,-0.06728396,-0.01017421,0.01164622
1372,3,34,1,1,3,33,-0.02663628,0.01614137,0.15121027
1373,1,34,1,1,4,33,-0.0,-0.0,0.0
1374,2,34,1,1,4,33,-0.0,0.0,0.0
1375,3,34,1,1,4,33,-0.07728093,-0.06133862,-0.00724314
1376,1,34,1,1,1,34,0.02561804,-0.08490698,0.02497997
1377,2,34,1,1,1,34,0.0011709,-0.01264085,0.01928287
1378,3,34,1,1,1,34,1.089e-05,-0.00029333,0.00115703
1379,1,34,1,1,2,34,-0.0079522,0.03341718,0.0092181
1380,2,34,1,1,2,34,0.01398217,-0.05872367,0.04336247
1381,3,34,1,1,2,34,0.00050798,-0.00607362,0.01189142
1382,1,34,1,1,3,34,-0.02546751,0.02283706,0.03652936
1383,2,34,1,1,3,34,-0.00128598,0.03696185,-0.01203371
1384,3,34,1,1,3,34,0.00833813,-0.04551137,0.05411281
1385,1,34,1,1,4,34,0.0,-0.0,0.0
1386,2,34,1,1,4,34,-0.02838895,-0.01390003,0.02435665
1387,3,34,1,1,4,34,0.00014267,0.03953223,-0.03334333
1388,1,34,1,1,5,34,-0.0,0.0,-0.0
1389,2,34,1,1,5,34,-0.0,-0.0,0.0
1390,3,34,1,1,5,34,-0.02992472,-0.05608019,-0.02841513
1391,1,34,1,1,1,35,-0.06753526,0.00597451,-0.02790103
1392,2,34,1,1,1,35,0.01612087,-0.0872463,0.06136203
1393,3,34,1,1,1,35,0.00046862,-0.00724578,0.01315356
1394,1,34,1,1,2,35,0.06829001,-0.04342172,-0.04948316
1395,2,34,1,1,2,35,-0.06797279,0.02998548,0.00099661
1396,3,34,1,1,2,35,0.00806376,-0.05986698,0.06608498
1397,1,34,1,1,3,35,-0.0,0.0,-0.0
1398,2,34,1,1,3,35,0.08741198,0.0251034,-0.03918375
1399,3,34,1,1,3,35,-0.05043337,0.02621363,0.03114833
1400,1,34,1,1,4,35,0.0,-0.0,0.0
1401,2,34,1,1,4,35,-0.0,0.0,-0.0
1402,3,34,1,1,4,35,0.10724291,0.1276093,0.04371114
1403,1,35,1,1,1,34,-0.05416201,0.00610391,-0.11319227
1404,2,35,1,1,1,34,-0.05200198,0.07289275,-0.00857127
1405,3,35,1,1,1,34,-0.0007994,0.0070994,0.00265825
1406,4,35,1,1,1,34,4.3e-07,-4.726e-05,0.00031856
1407,1,35,1,1,2,34,-0.06457498,0.06289533,0.00089194
1408,2,35,1,1,2,34,-0.01506399,-0.0329801,-0.06639877
1409,3,35,1,1,2,34,-0.02834856,0.05132313,0.01437816
1410,4,35,1,1,2,34,-0.00034694,0.0028937,0.00295844
1411,1,35,1,1,3,34,-0.0,0.0,0.0
1412,2,35,1,1,3,34,-0.06130299,0.02695981,0.01171966
1413,3,35,1,1,3,34,-0.02441782,-0.00756117,0.03366147
1414,4,35,1,1,3,34,-0.01573715,0.03746586,0.02856422
1415,1,35,1,1,4,34,0.0,-0.0,0.0
1416,2,35,1,1,4,34,-0.0,0.0,0.0
1417,3,35,1,1,4,34,-0.07159972,-0.0110604,0.01286597
1418,4,35,1,1,4,34,-0.0195346,0.01297537,0.14511713
1419,1,35,1,1,5,34,-0.0,0.0,0.0
1420,2,35,1,1,5,34,0.0,-0.0,-0.0
1421,3,35,1,1,5,34,-0.0,0.0,-0.0
1422,4,35,1,1,5,34,-0.08241063,-0.06615114,-0.00831095
1423,1,35,1,1,1,35,-0.03215972,0.07346812,0.02718502
1424,2,35,1,1,1,35,0.00246238,0.00975506,-3.373e-05
1425,3,35,1,1,1,35,0.01347622,-0.06048969,0.04806118
1426,4,35,1,1,1,35,0.00051005,-0.00625184,0.01261192
1427,1,35,1,1,2,35,0.0,-0.0,0.0
1428,2,35,1,1,2,35,-0.02651361,0.02377512,0.03802984
1429,3,35,1,1,2,35,-0.00244668,0.03661842,-0.01211834
1430,4,35,1,1,2,35,0.00821231,-0.04536327,0.05451636
1431,1,35,1,1,3,35,-0.0,0.0,-0.0
1432,2,35,1,1,3,35,0.0,-0.0,0.0
1433,3,35,1,1,3,35,-0.02862156,-0.01401393,0.02455622
1434,4,35,1,1,3,35,-0.00126042,0.03941877,-0.03252827
1435,1,35,1,1,4,35,0.0,-0.0,-0.0
1436,2,35,1,1,4,35,-0.0,0.0,-0.0
1437,3,35,1,1,4,35,-0.0,-0.0,0.0
1438,4,35,1,1,4,35,-0.03021647,-0.05662694,-0.02869217
1439,1,35,1,1,1,36,-0.06195929,-0.0414332,-0.03528042
1440,2,35,1,1,1,36,0.03405936,-0.13063443,0.03475441
1441,3,35,1,1,1,36,0.00132499,-0.01872399,0.02573818
1442,4,35,1,1,1,36,1.17e-05,-0.00036863,0.00148289
1443,1,35,1,1,2,36,0.07059846,-0.11107898,-0.02782506
1444,2,35,1,1,2,36,-0.09328774,0.04602247,-0.02077978
1445,3,35,1,1,2,36,0.0159134,-0.08561706,0.05763927
1446,4,35,1,1,2,36,0.00052704,-0.00834078,0.01492882
1447,1,35,1,1,3,36,-0.0,0.0,-0.0
1448,2,35,1,1,3,36,0.07155526,-0.045386,-0.0515447
1449,3,35,1,1,3,36,-0.07256472,0.03257984,0.00200481
1450,4,35,1,1,3,36,0.00755646,-0.06038692,0.06893538
1451,1,35,1,1,4,36,0.0,-0.0,-0.0
1452,2,35,1,1,4,36,-0.0,0.0,-0.0
1453,3,35,1,1,4,36,0.08877535,0.02539556,-0.03959378
1454,4,35,1,1,4,36,-0.05365401,0.02948123,0.03685332
1455,1,35,1,1,5,36,0.0,0.0,0.0
1456,2,35,1,1,5,36,0.0,-0.0,0.0
1457,3,35,1,1,5,36,-0.0,0.0,-0.0
1458,4,35,1,1,5,36,0.10894549,0.12925919,0.04410721
1459,1,36,1,1,1,35,-0.03060027,-0.01050574,-0.06466393
1460,2,36,1,1,1,35,-0.02764251,0.05575486,0.01287856
1461,3,36,1,1,1,35,-0.00037778,0.00320836,0.00278199
1462,1,36,1,1,2,35,-0.06258601,0.02781949,0.01276872
1463,2,36,1,1,2,35,-0.01546051,-0.01054188,0.03274124
1464,3,36,1,1,2,35,-0.0161801,0.04058906,0.02729161
1465,1,36,1,1,3,35,-0.0,0.0,-0.0
1466,2,36,1,1,3,35,-0.07589566,-0.01195352,0.01410238
1467,3,36,1,1,3,35,-0.01241036,0.00958154,0.13871396
1468,1,36,1,1,4,35,-0.0,0.0,-0.0
1469,2,36,1,1,4,35,-0.0,0.0,0.0
1470,3,36,1,1,4,35,-0.08756418,-0.07101959,-0.00941031
1471,1,36,1,1,1,36,0.02506834,-0.08482448,0.02596251
1472,2,36,1,1,1,36,0.0013013,-0.01433633,0.02214229
1473,3,36,1,1,1,36,1.407e-05,-0.00038569,0.00152898
1474,1,36,1,1,2,36,-0.01035009,0.03459617,0.01058576
1475,2,36,1,1,2,36,0.01368446,-0.05788787,0.04282788
1476,3,36,1,1,2,36,0.00057794,-0.00704635,0.01390971
1477,1,36,1,1,3,36,-0.02563753,0.02298953,0.03677324
1478,2,36,1,1,3,36,-0.00385644,0.03633162,-0.01171371
1479,3,36,1,1,3,36,0.00805466,-0.04499962,0.05464077
1480,1,36,1,1,4,36,0.0,-0.0,0.0
1481,2,36,1,1,4,36,-0.02878452,-0.01409372,0.02469603
1482,3,36,1,1,4,36,-0.00258654,0.03914499,-0.03182716
1483,1,36,1,1,5,36,-0.0,0.0,0.0
1484,2,36,1,1,5,36,-0.0,-0.0,-0.0
1485,3,36,1,1,5,36,-0.03044548,-0.05705611,-0.02890962
1486,1,36,1,1,1,37,-0.07573968,0.00475298,-0.03531752
1487,2,36,1,1,1,37,0.01441448,-0.08898887,0.06637883
1488,3,36,1,1,1,37,0.00050902,-0.00849455,0.0159412
1489,1,36,1,1,2,37,0.06993307,-0.0442524,-0.05009137
1490,2,36,1,1,2,37,-0.07609092,0.0346933,0.00237277
1491,3,36,1,1,2,37,0.00696789,-0.06082824,0.07201177
1492,1,36,1,1,3,37,-0.0,0.0,-0.0
1493,2,36,1,1,3,37,0.08988898,0.02561791,-0.03989573
1494,3,36,1,1,3,37,-0.05653408,0.0327872,0.04236991
1495,1,36,1,1,4,37,0.0,-0.0,0.0
1496,2,36,1,1,4,37,-0.0,0.0,-0.0
1497,3,36,1,1,4,37,0.11038557,0.13060382,0.04440191
1498,1,37,1,1,1,36,-0.03829828,0.01234747,-0.10369638
1499,2,37,1,1,1,36,-0.05384564,0.08294188,-0.01099849
1500,3,37,1,1,1,36,-0.00105417,0.00961384,0.00164561
1501,4,37,1,1,1,36,-6.6e-07,-3.886e-05,0.00034911
1502,1,37,1,1,2,36,-0.0706701,0.07092322,0.00230306
1503,2,37,1,1,2,36,0.008184,-0.04040789,-0.05901754
1504,3,37,1,1,2,36,-0.03004464,0.05909413,0.01166435
1505,4,37,1,1,2,36,-0.00047364,0.00414206,0.00265023
1506,1,37,1,1,3,36,0.0,0.0,0.0
1507,2,37,1,1,3,36,-0.06878405,0.03087555,0.01485223
1508,3,37,1,1,3,36,-0.00559254,-0.01407703,0.03155064
1509,4,37,1,1,3,36,-0.01655161,0.04361497,0.02580963
1510,1,37,1,1,4,36,-0.0,-0.0,0.0
1511,2,37,1,1,4,36,0.0,0.0,-0.0
1512,3,37,1,1,4,36,-0.0802175,-0.01285967,0.01536172
1513,4,37,1,1,4,36,-0.00529334,0.00595375,0.13200635
1514,1,37,1,1,5,36,0.0,0.0,-0.0
1515,2,37,1,1,5,36,-0.0,-0.0,0.0
1516,3,37,1,1,5,36,0.0,0.0,0.0
1517,4,37,1,1,5,36,-0.09271761,-0.07592114,-0.01053596
1518,1,37,1,1,1,37,-0.03242496,0.07407405,0.02740923
1519,2,37,1,1,1,37,0.00159627,0.00767792,3.115e-05
1520,3,37,1,1,1,37,0.01300429,-0.05998063,0.04869966
1521,4,37,1,1,1,37,0.0005659,-0.00711641,0.01458019
1522,1,37,1,1,2,37,0.0,-0.0,0.0
1523,2,37,1,1,2,37,-0.02685108,0.02407773,0.0385139
1524,3,37,1,1,2,37,-0.00482504,0.03570253,-0.01189466
1525,4,37,1,1,2,37,0.00786865,-0.04464104,0.05482081
1526,1,37,1,1,3,37,-0.0,0.0,-0.0
1527,2,37,1,1,3,37,0.0,-0.0,0.0
1528,3,37,1,1,3,37,-0.02890289,-0.01415167,0.02479759
1529,4,37,1,1,3,37,-0.00383594,0.03871293,-0.03123541
1530,1,37,1,1,4,37,-0.0,-0.0,-0.0
1531,2,37,1,1,4,37,-0.0,0.0,0.0
1532,3,37,1,1,4,37,-0.0,-0.0,-0.0
1533,4,37,1,1,4,37,-0.03060994,-0.05736432,-0.02906579
1534,1,37,1,1,1,38,-0.06844004,-0.05034784,-0.04448732
1535,2,37,1,1,1,38,0.03028816,-0.13126517,0.0368167
1536,3,37,1,1,1,38,0.00141106,-0.02144547,0.03044743
1537,4,37,1,1,1,38,1.483e-05,-0.00048967,0.00199273
1538,1,37,1,1,2,38,0.07082581,-0.11083186,-0.0275309
1539,2,37,1,1,2,38,-0.10232176,0.05004291,-0.02638065
1540,3,37,1,1,2,38,0.01394754,-0.08594949,0.06068813
1541,4,37,1,1,2,38,0.00057357,-0.00985424,0.01814845
1542,1,37,1,1,3,38,-0.0,0.0,-0.0
1543,2,37,1,1,3,38,0.07351649,-0.04641451,-0.05237129
1544,3,37,1,1,3,38,-0.07990183,0.03734469,0.00338717
1545,4,37,1,1,3,38,0.00629246,-0.06083417,0.07482849
1546,1,37,1,1,4,38,0.0,-0.0,-0.0
1547,2,37,1,1,4,38,-0.0,0.0,-0.0
1548,3,37,1,1,4,38,0.0908177,0.02578954,-0.04011962
1549,4,37,1,1,4,38,-0.05905908,0.03611769,0.04767868
1550,1,37,1,1,5,38,0.0,0.0,0.0
1551,2,37,1,1,5,38,0.0,-0.0,0.0
1552,3,37,1,1,5,38,-0.0,0.0,-0.0
1553,4,37,1,1,5,38,0.11154739,0.13162674,0.04459063
1554,1,38,1,1,1,37,-0.01271157,-0.01122496,-0.05673319
1555,2,38,1,1,1,37,-0.02857214,0.06375603,0.00940938
1556,3,38,1,1,1,37,-0.00049713,0.00441967,0.00234208
1557,1,38,1,1,2,37,-0.06906913,0.03128453,0.01567835
1558,2,38,1,1,2,37,0.00305066,-0.01725756,0.03064751
1559,3,38,1,1,2,37,-0.01680039,0.04666431,0.02411022
1560,1,38,1,1,3,37,-0.0,0.0,-0.0
1561,2,38,1,1,3,37,-0.08445215,-0.01375973,0.01662031
1562,3,38,1,1,3,37,0.00177008,0.00208459,0.12500888
1563,1,38,1,1,4,37,0.0,0.0,-0.0
1564,2,38,1,1,4,37,-0.0,0.0,-0.0
1565,3,38,1,1,4,37,-0.0978448,-0.08083094,-0.01168218
1566,1,38,1,1,1,38,0.02420581,-0.08413,0.02701052
1567,2,38,1,1,1,38,0.00141864,-0.01600817,0.02507583
1568,3,38,1,1,1,38,1.777e-05,-0.00049745,0.00198329
1569,1,38,1,1,2,38,-0.0126126,0.0355283,0.0121511
1570,2,38,1,1,2,38,0.01321341,-0.05643845,0.04172496
1571,3,38,1,1,2,38,0.00064777,-0.00808071,0.01608819
1572,1,38,1,1,3,38,-0.02556196,0.02292176,0.03666484
1573,2,38,1,1,3,38,-0.00618971,0.03520051,-0.01134136
1574,3,38,1,1,3,38,0.00764888,-0.04400019,0.05460482
1575,1,38,1,1,4,38,0.0,-0.0,0.0
1576,2,38,1,1,4,38,-0.02893981,-0.01416975,0.02482927
1577,3,38,1,1,4,38,-0.00501383,0.03811923,-0.03074198
1578,1,38,1,1,5,38,-0.0,0.0,0.0
1579,2,38,1,1,5,38,-0.0,-0.0,0.0
1580,3,38,1,1,5,38,-0.03070789,-0.05754788,-0.0291588
1581,1,38,1,1,1,39,-0.08214556,0.00313877,-0.04244398
1582,2,38,1,1,1,39,0.01219687,-0.08963392,0.07150478
1583,3,38,1,1,1,39,0.00053308,-0.00979139,0.01909675
1584,1,38,1,1,2,39,0.07077792,-0.04458821,-0.05015566
1585,2,38,1,1,2,39,-0.08236038,0.03928873,0.00348499
1586,3,38,1,1,2,39,0.0055406,-0.06084317,0.07801014
1587,1,38,1,1,3,39,-0.0,0.0,-0.0
1588,2,38,1,1,3,39,0.09144719,0.02587854,-0.04021605
1589,3,38,1,1,3,39,-0.06120458,0.03946415,0.05275559
1590,1,38,1,1,4,39,0.0,-0.0,-0.0
1591,2,38,1,1,4,39,-0.0,0.0,-0.0
1592,3,38,1,1,4,39,0.11241483,0.13231106,0.04466863
1593,1,39,1,1,1,38,-0.02306333,0.02028245,-0.09343844
1594,2,39,1,1,1,38,-0.05432722,0.09232401,-0.01362399
1595,3,39,1,1,1,38,-0.00134077,0.01256348,0.00012278
1596,4,39,1,1,1,38,-2.55e-06,-1.836e-05,0.00035613
1597,1,39,1,1,2,38,-0.07602678,0.07823337,0.00370492
1598,2,39,1,1,2,38,0.03108933,-0.04818766,-0.05103572
1599,3,39,1,1,2,38,-0.03112927,0.06646426,0.00846716
1600,4,39,1,1,2,38,-0.00062593,0.00571083,0.00204328
1601,1,39,1,1,3,38,0.0,0.0,0.0
1602,2,39,1,1,3,38,-0.07624405,0.03482351,0.01809366
1603,3,39,1,1,3,38,0.01302056,-0.02123346,0.02930434
1604,4,39,1,1,3,38,-0.01696731,0.04950731,0.02219254
1605,1,39,1,1,4,38,-0.0,-0.0,-0.0
1606,2,39,1,1,4,38,0.0,0.0,-0.0
1607,3,39,1,1,4,38,-0.08869874,-0.01466864,0.01789524
1608,4,39,1,1,4,38,0.00875227,-0.00202996,0.11772557
1609,1,39,1,1,5,38,0.0,0.0,0.0
1610,2,39,1,1,5,38,-0.0,0.0,0.0
1611,3,39,1,1,5,38,-0.0,0.0,0.0
1612,4,39,1,1,5,38,-0.10291819,-0.0857226,-0.01284282
1613,1,39,1,1,1,39,-0.0324436,0.07411663,0.02742498
1614,2,39,1,1,1,39,0.00084632,0.00532754,0.00026006
1615,3,39,1,1,1,39,0.01235178,-0.05898394,0.04904075
1616,4,39,1,1,1,39,0.00061609,-0.00798739,0.01665046
1617,1,39,1,1,2,39,0.0,-0.0,0.0
1618,2,39,1,1,2,39,-0.0269989,0.02421028,0.03872591
1619,3,39,1,1,2,39,-0.00694879,0.03427823,-0.01165768
1620,4,39,1,1,2,39,0.00740236,-0.04345076,0.05456575
1621,1,39,1,1,3,39,-0.0,0.0,-0.0
1622,2,39,1,1,3,39,0.0,-0.0,0.0
1623,3,39,1,1,3,39,-0.02893898,-0.01416935,0.02482856
1624,4,39,1,1,3,39,-0.00611762,0.03736883,-0.03034518
1625,1,39,1,1,4,39,-0.0,-0.0,-0.0
1626,2,39,1,1,4,39,-0.0,0.0,0.0
1627,3,39,1,1,4,39,-0.0,-0.0,0.0
1628,4,39,1,1,4,39,-0.03073745,-0.05760328,-0.02918687
1629,1,39,1,1,1,40,-0.07336098,-0.05966822,-0.05310702
1630,2,39,1,1,1,40,0.02564292,-0.13017564,0.03897806
1631,3,39,1,1,1,40,0.00144845,-0.02411552,0.03555712
1632,4,39,1,1,1,40,1.824e-05,-0.00063777,0.00263057
1633,1,39,1,1,2,40,0.06996465,-0.10893413,-0.02684709
1634,2,39,1,1,2,40,-0.10888227,0.05343097,-0.03161847
1635,3,39,1,1,2,40,0.01138691,-0.08493061,0.06337926
1636,4,39,1,1,2,40,0.00060168,-0.01148651,0.02186825
1637,1,39,1,1,3,40,-0.0,0.0,-0.0
1638,2,39,1,1,3,40,0.07475622,-0.04699581,-0.05270649
1639,3,39,1,1,3,40,-0.08531978,0.04197852,0.0045358
1640,4,39,1,1,3,40,0.00469638,-0.06025067,0.08071261
1641,1,39,1,1,4,40,0.0,-0.0,-0.0
1642,2,39,1,1,4,40,-0.0,0.0,-0.0
1643,3,39,1,1,4,40,0.09189537,0.02591888,-0.04023812
1644,4,39,1,1,4,40,-0.06296094,0.04280666,0.05758029
1645,1,39,1,1,5,40,0.0,0.0,0.0
1646,2,39,1,1,5,40,0.0,-0.0,0.0
1647,3,39,1,1,5,40,-0.0,0.0,-0.0
1648,4,39,1,1,5,40,0.11297238,0.13264064,0.0446314
1649,1,40,1,1,1,39,0.00450803,-0.01139949,-0.04807234
1650,2,40,1,1,1,39,-0.0287762,0.07141656,0.00515461
1651,3,40,1,1,1,39,-0.00063226,0.00586818,0.00158719
1652,1,40,1,1,2,39,-0.07516634,0.0345976,0.01856248
1653,2,40,1,1,2,39,0.02105018,-0.02455531,0.02848046
1654,3,40,1,1,2,39,-0.01697716,0.05240441,0.02000849
1655,1,40,1,1,3,39,0.0,0.0,0.0
1656,2,40,1,1,3,39,-0.09276612,-0.01555378,0.01914588
1657,3,40,1,1,3,39,0.01559395,-0.00639732,0.11017857
1658,1,40,1,1,4,39,-0.0,0.0,0.0
1659,2,40,1,1,4,39,-0.0,0.0,-0.0
1660,3,40,1,1,4,39,-0.10790731,-0.09056706,-0.01401116
1661,1,40,1,1,1,40,0.02303095,-0.08285854,0.02815347
1662,2,40,1,1,1,40,0.00151565,-0.01759891,0.02801486
1663,3,40,1,1,1,40,2.197e-05,-0.00062984,0.00252755
1664,1,40,1,1,2,40,-0.01471871,0.03618094,0.0138723
1665,2,40,1,1,2,40,0.0125633,-0.05439294,0.04003446
1666,3,40,1,1,2,40,0.00071504,-0.0091665,0.01841232
1667,1,40,1,1,3,40,-0.02522298,0.02261779,0.03617862
1668,2,40,1,1,3,40,-0.00829983,0.03357169,-0.0108944
1669,3,40,1,1,3,40,0.00711913,-0.04251346,0.05394813
1670,1,40,1,1,4,40,0.0,-0.0,0.0
1671,2,40,1,1,4,40,-0.02883962,-0.01412069,0.0247433
1672,3,40,1,1,4,40,-0.00715436,0.03645542,-0.03003022
1673,1,40,1,1,5,40,-0.0,0.0,-0.0
1674,2,40,1,1,5,40,-0.0,-0.0,0.0
1675,3,40,1,1,5,40,-0.03069642,-0.05752639,-0.0291479
1676,1,40,1,1,1,41,-0.0866783,0.00116054,-0.04917972
1677,2,40,1,1,1,41,0.00950098,-0.08909223,0.07672022
1678,3,40,1,1,1,41,0.00053341,-0.01109637,0.02262921
1679,1,40,1,1,2,41,0.07074482,-0.04438439,-0.04963438
1680,2,40,1,1,2,41,-0.08660708,0.04367332,0.00430217
1681,3,40,1,1,2,41,0.00378936,-0.0598122,0.08401632
1682,1,40,1,1,3,41,-0.0,0.0,-0.0
1683,2,40,1,1,3,41,0.09198198,0.02586023,-0.0401079
1684,3,40,1,1,3,41,-0.06430179,0.04613784,0.06212704
1685,1,40,1,1,4,41,0.0,-0.0,0.0
1686,2,40,1,1,4,41,-0.0,0.0,-0.0
1687,3,40,1,1,4,41,0.1132038,0.13259845,0.04447417
1688,1,41,1,1,1,40,-0.0086383,0.02995217,-0.08246484
1689,2,41,1,1,1,40,-0.05327125,0.1007197,-0.01648353
1690,3,41,1,1,1,40,-0.00164995,0.01592177,-0.0020086
1691,4,41,1,1,1,40,-5.53e-06,1.972e-05,0.00032489
1692,1,41,1,1,2,40,-0.08038895,0.08449935,0.00504513
1693,2,41,1,1,2,40,0.05302381,-0.05610634,-0.04248263
1694,3,41,1,1,2,40,-0.0314442,0.07315708,0.00478475
1695,4,41,1,1,2,40,-0.00080456,0.00764949,0.00104219
1696,1,41,1,1,3,40,0.0,0.0,-0.0
1697,2,41,1,1,3,40,-0.08353593,0.0387271,0.02138339
1698,3,41,1,1,3,40,0.03102408,-0.02902292,0.02694568
1699,4,41,1,1,3,40,-0.01689738,0.05492471,0.01762041
1700,1,41,1,1,4,40,0.0,-0.0,0.0
1701,2,41,1,1,4,40,-0.0,0.0,0.0
1702,3,41,1,1,4,40,-0.09684769,-0.01644626,0.02040948
1703,4,41,1,1,4,40,0.02227459,-0.01101738,0.10236747
1704,1,41,1,1,5,40,-0.0,-0.0,0.0
1705,2,41,1,1,5,40,0.0,-0.0,-0.0
1706,3,41,1,1,5,40,-0.0,0.0,0.0
1707,4,41,1,1,5,40,-0.11278061,-0.09533401,-0.01518006
1708,1,41,1,1,1,41,-0.03220658,0.07357516,0.02722463
1709,2,41,1,1,1,41,0.00018963,0.00273783,0.0006522
1710,3,41,1,1,1,41,0.01151993,-0.057523,0.0490832
1711,4,41,1,1,1,41,0.00065732,-0.0088406,0.01878984
1712,1,41,1,1,2,41,0.0,-0.0,0.0
1713,2,41,1,1,2,41,-0.02694789,0.02416454,0.03865275
1714,3,41,1,1,2,41,-0.0088232,0.03235124,-0.01140119
1715,4,41,1,1,2,41,0.00681266,-0.04180532,0.05370796
1716,1,41,1,1,3,41,-0.0,0.0,-0.0
1717,2,41,1,1,3,41,0.0,-0.0,0.0
1718,3,41,1,1,3,41,-0.02871552,-0.01405993,0.02463683
1719,4,41,1,1,3,41,-0.00811732,0.0353895,-0.02980028
1720,1,41,1,1,4,41,0.0,-0.0,-0.0
1721,2,41,1,1,4,41,-0.0,0.0,-0.0
1722,3,41,1,1,4,41,-0.0,-0.0,0.0
1723,4,41,1,1,4,41,-0.03058289,-0.05731364,-0.02904011
1724,1,41,1,1,1,42,-0.07678669,-0.06910996,-0.06101768
1725,2,41,1,1,1,42,0.02027286,-0.12731772,0.0412949
