,k1,L1,k2,L2,k3,L3,rho1,rho2
2637,3,60,1,1,4,61,-0.01428163,-0.01132058
2638,1,61,1,1,1,60,0.07654728,0.11311479
2639,2,61,1,1,1,60,0.01207626,0.0611797
2640,3,61,1,1,1,60,0.00024438,0.02560757
2641,4,61,1,1,1,60,-0.00016108,0.00276589
2642,1,61,1,1,2,60,-0.02926576,0.02946403
2643,2,61,1,1,2,60,0.06051991,-0.03177617
2644,3,61,1,1,2,60,0.03088314,0.0248851
2645,4,61,1,1,2,60,0.00176116,0.03040065
2646,1,61,1,1,3,60,-0.0,-0.0
2647,2,61,1,1,3,60,-0.04653272,0.01893698
2648,3,61,1,1,3,60,0.03131849,-0.05175481
2649,4,61,1,1,3,60,0.025804,-0.00331501
2650,1,61,1,1,4,60,0.0,0.0
2651,2,61,1,1,4,60,-0.0,-0.0
2652,3,61,1,1,4,60,-0.05186597,-0.01000253
2653,4,61,1,1,4,60,0.01659512,-0.06426113
2654,1,61,1,1,5,60,0.0,-0.0
2655,2,61,1,1,5,60,0.0,0.0
2656,3,61,1,1,5,60,0.0,-0.0
2657,4,61,1,1,5,60,-0.06228796,-0.04937364
2658,1,61,1,1,1,61,0.05126066,-0.05160794
2659,2,61,1,1,1,61,0.00925326,0.16399354
2660,3,61,1,1,1,61,-0.00042107,0.12929638
2661,4,61,1,1,1,61,-0.00078233,0.03102773
2662,1,61,1,1,2,61,-0.0,0.0
2663,2,61,1,1,2,61,0.04776382,-0.01943799
2664,3,61,1,1,2,61,0.03445657,0.10802015
2665,4,61,1,1,2,61,0.00633397,0.12037912
2666,1,61,1,1,3,61,0.0,-0.0
2667,2,61,1,1,3,61,0.0,0.0
2668,3,61,1,1,3,61,0.03675642,0.0070886
2669,4,61,1,1,3,61,0.03785327,0.09797085
2670,1,61,1,1,4,61,-0.0,0.0
2671,2,61,1,1,4,61,-0.0,-0.0
2672,3,61,1,1,4,61,0.0,-0.0
2673,4,61,1,1,4,61,0.03745484,0.02968924
2674,1,61,1,1,1,62,0.05323018,0.02741201
2675,2,61,1,1,1,62,0.01824098,0.00462762
2676,3,61,1,1,1,62,0.00657931,-0.00045241
2677,4,61,1,1,1,62,0.00112695,-0.00045461
2678,1,61,1,1,2,62,-0.01423401,0.00142168
2679,2,61,1,1,2,62,0.01838742,-0.00588306
2680,3,61,1,1,2,62,0.02000854,-0.01048193
2681,4,61,1,1,2,62,0.00870628,-0.00746678
2682,1,61,1,1,3,62,0.00389173,-0.0003887
2683,2,61,1,1,3,62,-0.01211374,0.00449239
2684,3,61,1,1,3,62,-0.00297872,-0.00846504
2685,4,61,1,1,3,62,0.00776436,-0.02037931
2686,1,61,1,1,4,62,-0.00151648,0.00015146
2687,2,61,1,1,4,62,0.00472034,-0.00175054
2688,3,61,1,1,4,62,-0.00468409,0.00217137
2689,4,61,1,1,4,62,-0.009368,-0.01001156
2690,1,62,1,1,1,61,0.06773919,0.02384155
2691,2,62,1,1,1,61,0.01529325,0.04627419
2692,3,62,1,1,1,61,0.00074421,0.01610154
2693,1,62,1,1,2,61,-0.03583584,0.01458378
2694,2,62,1,1,2,61,0.04081571,-0.05221367
2695,3,62,1,1,2,61,0.01884942,0.01173233
2696,1,62,1,1,3,61,-0.0,-0.0
2697,2,62,1,1,3,61,-0.04539836,-0.00875523
2698,3,62,1,1,3,61,0.01301318,-0.06722912
2699,1,62,1,1,4,61,0.0,0.0
2700,2,62,1,1,4,61,0.0,-0.0
2701,3,62,1,1,4,61,-0.05064179,-0.0401421
2702,1,62,1,1,1,62,0.00399634,0.19176527
2703,2,62,1,1,1,62,0.00031365,0.07376649
2704,3,62,1,1,1,62,-0.00024851,0.01467312
2705,1,62,1,1,2,62,0.0516508,-0.03632099
2706,2,62,1,1,2,62,0.02264586,0.16265937
2707,3,62,1,1,2,62,0.00435082,0.09371799
2708,1,62,1,1,3,62,-0.00348732,0.00560269
2709,2,62,1,1,3,62,0.04238511,-0.00141596
2710,3,62,1,1,3,62,0.03047852,0.11055299
2711,1,62,1,1,4,62,0.0013589,-0.00218319
2712,2,62,1,1,4,62,-0.00207673,0.00333645
2713,3,62,1,1,4,62,0.03198226,0.02207731
2714,1,62,1,1,1,63,0.03295149,0.00417059
2715,2,62,1,1,1,63,0.01548774,-0.00636866
2716,3,62,1,1,1,63,0.00463944,-0.00449545
2717,1,62,1,1,2,63,-0.01417918,0.00152463
2718,2,62,1,1,2,63,0.00686421,-0.01126887
2719,3,62,1,1,2,63,0.00780494,-0.01607942
2720,1,62,1,1,3,63,0.00522505,-0.00056183
2721,2,62,1,1,3,63,-0.00891954,0.00292026
2722,3,62,1,1,3,63,-0.00376516,-0.01080408
2723,1,63,1,1,1,62,0.0666527,0.1113188
2724,2,63,1,1,1,62,0.01981752,0.04592083
2725,3,63,1,1,1,62,0.00584044,0.02204423
2726,4,63,1,1,1,62,0.00051487,0.00679599
2727,1,63,1,1,2,62,-0.03203235,0.00381551
2728,2,63,1,1,2,62,0.03163903,-0.02904217
2729,3,63,1,1,2,62,0.0286141,-0.00307639
2730,4,63,1,1,2,62,0.01119305,0.01531171
2731,1,63,1,1,3,62,0.00875797,-0.0010432
2732,2,63,1,1,3,62,-0.03844557,0.02006587
2733,3,63,1,1,3,62,-0.01186168,-0.04485256
2734,4,63,1,1,3,62,0.01220646,-0.0509915
2735,1,63,1,1,4,62,-0.0034127,0.0004065
2736,2,63,1,1,4,62,0.01498102,-0.00781904
2737,3,63,1,1,4,62,-0.02021329,0.01268803
2738,4,63,1,1,4,62,-0.03352549,-0.04305172
2739,1,63,1,1,1,63,0.03952681,-0.03979459
2740,2,63,1,1,1,63,0.02006433,0.15056039
2741,3,63,1,1,1,63,0.00976365,0.13017203
2742,4,63,1,1,1,63,0.00234343,0.05529841
2743,1,63,1,1,2,63,-0.0095458,0.00961047
2744,2,63,1,1,2,63,0.03001871,-0.05054902
2745,3,63,1,1,2,63,0.03327075,0.06081422
2746,4,63,1,1,2,63,0.02045034,0.11270962
2747,1,63,1,1,3,63,0.00351765,-0.00354148
2748,2,63,1,1,3,63,-0.01106195,0.01862741
2749,3,63,1,1,3,63,0.00972323,-0.01817055
2750,4,63,1,1,3,63,0.02670572,0.02862331
2751,1,63,1,1,1,64,0.03682004,0.02140779
2752,2,63,1,1,1,64,0.01704915,8.144e-05
2753,3,63,1,1,1,64,0.00854141,-0.00465284
2754,4,63,1,1,1,64,0.00281594,-0.00347987
2755,1,63,1,1,2,64,-0.02075069,-0.00656142
2756,2,63,1,1,2,64,0.00536266,-0.00324167
2757,3,63,1,1,2,64,0.00894328,-0.00929138
2758,4,63,1,1,2,64,0.00561686,-0.01152759
2759,1,63,1,1,3,64,0.01039395,0.00258867
2760,2,63,1,1,3,64,-0.00875792,0.00372735
2761,3,63,1,1,3,64,-0.00514779,-0.00176811
2762,4,63,1,1,3,64,0.0006625,-0.00962122
2763,1,64,1,1,1,63,0.04892436,0.0254774
2764,2,64,1,1,1,63,0.02058235,0.02137234
2765,3,64,1,1,1,63,0.00548703,0.01152352
2766,1,64,1,1,2,63,-0.03645303,0.00387373
2767,2,64,1,1,2,63,0.00944605,-0.05258742
2768,3,64,1,1,2,63,0.01118881,-0.02615412
2769,1,64,1,1,3,63,0.01343301,-0.00142748
2770,2,64,1,1,3,63,-0.03085701,0.01409899
2771,3,64,1,1,3,63,-0.01438394,-0.05308421
2772,1,64,1,1,1,64,0.01886305,0.15590165
2773,2,64,1,1,1,64,0.00852879,0.1072188
2774,3,64,1,1,1,64,0.00208405,0.0384221
2775,1,64,1,1,2,64,0.03016701,-0.0784824
2776,2,64,1,1,2,64,0.0269797,0.10361846
2777,3,64,1,1,2,64,0.01383025,0.09343751
2778,1,64,1,1,3,64,-0.01438562,0.03572159
2779,2,64,1,1,3,64,0.01651459,-0.044056
2780,3,64,1,1,3,64,0.01892515,0.04638229
2781,1,64,1,1,1,65,0.02099294,0.00332935
2782,2,64,1,1,1,65,0.01073891,-0.00819724
2783,3,64,1,1,1,65,0.00367371,-0.00701942
2784,1,64,1,1,2,65,-0.01366519,-0.00016994
2785,2,64,1,1,2,65,0.00155122,-0.00474233
2786,3,64,1,1,2,65,0.00300489,-0.0087657
2787,1,65,1,1,1,64,0.05006996,0.09701426
2788,2,65,1,1,1,64,0.02427458,0.02613599
2789,3,65,1,1,1,64,0.01063333,0.01178685
2790,4,65,1,1,1,64,0.0032111,0.00588845
2791,1,65,1,1,2,64,-0.03802078,-0.0309309
2792,2,65,1,1,2,64,0.00940657,-0.02809972
2793,3,65,1,1,2,64,0.01268728,-0.02205732
2794,4,65,1,1,2,64,0.00709475,-0.01223247
2795,1,65,1,1,3,64,0.02028764,0.01248213
2796,2,65,1,1,3,64,-0.02826527,0.02416449
2797,3,65,1,1,3,64,-0.01265797,-0.02997709
2798,4,65,1,1,3,64,-0.00020672,-0.03950063
2799,1,65,1,1,1,65,0.02666511,-0.02684575
2800,2,65,1,1,1,65,0.02135751,0.12794087
2801,3,65,1,1,1,65,0.0131884,0.10978304
2802,4,65,1,1,1,65,0.00584544,0.05699289
2803,1,65,1,1,2,65,-0.01287172,0.01295892
2804,2,65,1,1,2,65,0.01438947,-0.07181087
2805,3,65,1,1,2,65,0.01738176,0.02984211
2806,4,65,1,1,2,65,0.01100682,0.06009883
2807,1,65,1,1,1,66,0.02288287,0.01402404
2808,2,65,1,1,1,66,0.01177563,-0.00212125
2809,3,65,1,1,1,66,0.00563988,-0.00588904
2810,4,65,1,1,1,66,0.00197499,-0.00438772
2811,1,65,1,1,2,66,-0.021369,-0.00935525
2812,2,65,1,1,2,66,0.00186843,-0.00134972
2813,3,65,1,1,2,66,0.00362887,-0.00465434
2814,4,65,1,1,2,66,0.00185684,-0.00459269
2815,1,66,1,1,1,65,0.03438226,0.02225854
2816,2,66,1,1,1,65,0.0162201,0.0024609
2817,3,66,1,1,1,65,0.00461045,-0.00090757
2818,1,66,1,1,2,65,-0.0329122,-0.00410491
2819,2,66,1,1,2,65,0.00406332,-0.04215065
2820,3,66,1,1,2,65,0.00507081,-0.02001946
2821,1,66,1,1,1,66,0.01903789,0.11576668
2822,2,66,1,1,1,66,0.01105683,0.10170466
2823,3,66,1,1,1,66,0.00355772,0.03832187
2824,1,66,1,1,2,66,0.01424591,-0.10040301
2825,2,66,1,1,2,66,0.01208395,0.06252402
2826,3,66,1,1,2,66,0.00450686,0.03973799
2827,1,66,1,1,1,67,0.01414348,0.00206629
2828,2,66,1,1,1,67,0.00511772,-0.00587391
2829,3,66,1,1,1,67,0.00114393,-0.00303861
2830,1,67,1,1,1,66,0.03956149,0.07441702
2831,2,67,1,1,1,66,0.01577904,-0.00110558
2832,3,67,1,1,1,66,0.00371447,0.00100171
2833,1,67,1,1,2,66,-0.03955882,-0.05410211
2834,2,67,1,1,2,66,0.017114,-0.02179759
2835,3,67,1,1,2,66,0.00268045,-0.00512229
2836,1,67,1,1,1,67,0.01938074,0.00270571
2837,2,67,1,1,1,67,0.01022309,0.12986526
2838,3,67,1,1,1,67,0.00230437,0.02529189
2839,1,67,1,1,1,68,0.0189078,0.00967953
2840,2,67,1,1,1,68,0.00158004,-0.00466349
2841,3,67,1,1,1,68,0.00061631,-0.0007484
2842,1,68,1,1,1,67,0.03227497,0.01792977
2843,2,68,1,1,1,67,0.00093137,0.00051741
2844,1,68,1,1,1,68,0.0075004,0.11849499
2845,2,68,1,1,1,68,0.00021644,0.00341946
2846,1,69,1,1,1,68,0.03973701,0.06547553
2847,2,69,1,1,1,68,-0.01056789,-0.01741294
