,k1,L1,k2,L2,k3,L3,rho1,rho2,rho3,rho4
2470,3,57,1,1,1,57,-0.00773328,0.01295647,0.05696315,-0.01559904
2471,4,57,1,1,1,57,-0.00165537,-0.00295508,0.06472451,-0.05493642
2472,1,57,1,1,2,57,-0.0,0.04318072,-0.0207029,-0.01570983
2473,2,57,1,1,2,57,0.03309922,-0.00244035,0.09896933,0.00327987
2474,3,57,1,1,2,57,0.01785919,0.04340763,-0.03939462,0.02226676
2475,4,57,1,1,2,57,-0.00319788,0.02917516,-0.00910553,-0.01288066
2476,1,57,1,1,3,57,0.0,0.0,0.0,-0.0
2477,2,57,1,1,3,57,-0.0,0.05602376,0.01739902,-0.01497729
2478,3,57,1,1,3,57,0.02779354,-0.01580589,0.05610627,0.03593598
2479,4,57,1,1,3,57,0.01697694,0.02313487,-0.08766339,-0.0109848
2480,1,57,1,1,4,57,-0.0,-0.0,-0.0,0.0
2481,2,57,1,1,4,57,0.0,-0.0,-0.0,0.0
2482,3,57,1,1,4,57,-0.0,0.04802599,0.05285634,0.01392208
2483,4,57,1,1,4,57,0.02785788,-0.0562805,-0.06586739,-0.01058591
2484,1,57,1,1,1,58,0.05471803,0.08650655,0.04075921,-0.00876253
2485,2,57,1,1,1,58,0.01079234,0.04907361,-0.03037832,-0.00181359
2486,3,57,1,1,1,58,0.00076945,0.02051455,-0.03099273,-0.00163579
2487,4,57,1,1,1,58,-6.682e-05,0.00252161,-0.00549256,-0.00146487
2488,1,57,1,1,2,58,-0.0351439,0.01804981,0.01480057,0.00503579
2489,2,57,1,1,2,58,0.04718299,-0.03297942,0.02838121,-0.00450958
2490,3,57,1,1,2,58,0.02354338,0.01565257,-0.04644551,0.00840686
2491,4,57,1,1,2,58,0.0020726,0.01785355,-0.04474432,0.0097452
2492,1,57,1,1,3,58,0.0,-0.01203795,0.00577157,0.0043796
2493,2,57,1,1,3,58,-0.05296181,0.02136445,-0.00113623,-0.00078975
2494,3,57,1,1,3,58,0.02668564,-0.05577011,0.00922796,-0.00077301
2495,4,57,1,1,3,58,0.01611305,-0.00382829,-0.05462283,0.01018776
2496,1,57,1,1,4,58,-0.0,-0.0,-0.0,-0.0
2497,2,57,1,1,4,58,0.0,-0.01960557,-0.0060888,0.00524132
2498,3,57,1,1,4,58,-0.06193839,-0.00873316,0.00022913,-0.00755521
2499,4,57,1,1,4,58,0.01503651,-0.06970658,-0.01700909,0.00293121
2500,1,57,1,1,5,58,0.0,0.0,0.0,0.0
2501,2,57,1,1,5,58,-0.0,0.0,0.0,-0.0
2502,3,57,1,1,5,58,0.0,-0.01805161,-0.0198672,-0.00523291
2503,4,57,1,1,5,58,-0.07562231,-0.04776021,0.00367497,0.00275262
2504,1,58,1,1,1,57,0.04846825,0.0315604,-0.04592836,0.01525807
2505,2,58,1,1,1,57,-0.00248697,0.04006815,-0.01599718,0.01648441
2506,3,58,1,1,1,57,-0.00214462,0.00578144,0.02663036,-0.01745275
2507,1,58,1,1,2,57,-0.0700762,-0.02588035,0.00612712,0.01908102
2508,2,58,1,1,2,57,0.05521659,-0.04416351,0.00847884,-0.00289536
2509,3,58,1,1,2,57,0.00457449,0.03489899,-0.0570776,0.02378264
2510,1,58,1,1,3,57,-0.0,-0.04597557,-0.0142784,0.01229103
2511,2,58,1,1,3,57,-0.09439949,-0.01336603,-0.01616615,-0.01060616
2512,3,58,1,1,3,57,0.03913979,-0.06878445,0.00654094,-0.00798356
2513,1,58,1,1,4,57,0.0,0.0,0.0,0.0
2514,2,58,1,1,4,57,0.0,-0.0560011,-0.06163357,-0.01623395
2515,3,58,1,1,4,57,-0.11034968,-0.04209786,0.02348081,0.00337424
2516,1,58,1,1,1,58,-0.01589501,0.00412663,0.11341524,0.0064462
2517,2,58,1,1,1,58,-0.00322137,-0.00634479,0.10083599,-0.08304572
2518,3,58,1,1,1,58,-0.0002027,-0.00119931,0.02453403,-0.03416917
2519,1,58,1,1,2,58,0.03823174,0.03178024,0.07244766,-0.01653987
2520,2,58,1,1,2,58,-0.00566141,0.0522856,-0.04914037,0.02854467
2521,3,58,1,1,2,58,-0.00290451,0.00189473,0.06067377,-0.05061046
2522,1,58,1,1,3,58,0.01676889,0.04444882,0.03355926,-0.01395494
2523,2,58,1,1,3,58,0.0266277,0.00810791,0.01084673,0.03511392
2524,3,58,1,1,3,58,-0.00073052,0.0382877,-0.03742745,-0.02353311
2525,1,58,1,1,4,58,0.0,0.03218198,0.00999459,-0.00860347
2526,2,58,1,1,4,58,0.02548506,0.00208847,0.05685277,0.03069434
2527,3,58,1,1,4,58,0.01894774,0.01417786,-0.09010268,-0.01549466
2528,1,58,1,1,5,58,-0.0,0.0,-0.0,-0.0
2529,2,58,1,1,5,58,-0.0,0.04210314,0.04633778,0.01220513
2530,3,58,1,1,5,58,0.02824236,-0.05149699,-0.06316737,-0.01089085
2531,1,58,1,1,1,59,0.05032096,0.01547205,0.01707091,0.00134362
2532,2,58,1,1,1,59,0.01351384,0.02926546,-0.06293979,0.00978521
2533,3,58,1,1,1,59,0.00119793,0.01106585,-0.03047231,0.00369348
2534,1,58,1,1,2,59,-0.04278489,0.00247833,0.00748464,0.00483123
2535,2,58,1,1,2,59,0.02925912,-0.05067721,0.00418687,-0.00484336
2536,3,58,1,1,2,59,0.01410977,-6.873e-05,-0.06395361,0.01447868
2537,1,58,1,1,3,59,0.0,-0.01183694,-0.00367614,0.00316447
2538,2,58,1,1,3,59,-0.05546122,-0.01291422,-0.00280417,-0.00667012
2539,3,58,1,1,3,59,0.00973395,-0.06814956,-0.01544044,0.00392931
2540,1,58,1,1,4,59,-0.0,0.0,-0.0,-0.0
2541,2,58,1,1,4,59,0.0,-0.01502355,-0.01653458,-0.00435512
2542,3,58,1,1,4,59,-0.0664098,-0.04128941,0.00422396,0.00280291
2543,1,59,1,1,1,58,0.03114332,0.06094633,0.03912699,-0.01449161
2544,2,59,1,1,1,58,-0.00480003,0.03466725,0.03288314,-0.01851442
2545,3,59,1,1,1,58,-0.00355739,0.00864019,0.04107837,-0.03377736
2546,4,59,1,1,1,58,-0.00029495,-0.0002489,0.01653733,-0.02052779
2547,1,59,1,1,2,58,-0.05167465,-0.02043462,0.03905871,0.01714653
2548,2,59,1,1,2,58,0.06373916,-0.03398474,0.01436728,-0.00943061
2549,3,59,1,1,2,58,0.01147181,0.04716306,-0.06520061,0.02276734
2550,4,59,1,1,2,58,-0.00320176,0.01689576,6.166e-05,0.00341429
2551,1,59,1,1,3,58,0.0,-0.03737176,0.01791781,0.01359644
2552,2,59,1,1,3,58,-0.08410295,0.02863689,-0.03766237,-0.00128032
2553,3,59,1,1,3,58,0.0471497,-0.07817225,0.03128096,0.00366824
2554,4,59,1,1,3,58,0.01224119,0.02432321,-0.05463643,0.01295048
2555,1,59,1,1,4,58,-0.0,-0.0,-0.0,0.0
2556,2,59,1,1,4,58,-0.0,-0.06454087,-0.02004413,0.01725424
2557,3,59,1,1,4,58,-0.09411648,0.00310088,-0.01650049,-0.02044528
2558,4,59,1,1,4,58,0.03125076,-0.07614515,0.00723679,-0.00134621
2559,1,59,1,1,5,58,0.0,0.0,0.0,-0.0
2560,2,59,1,1,5,58,0.0,0.0,0.0,0.0
2561,3,59,1,1,5,58,0.0,-0.05577256,-0.06138203,-0.0161677
2562,4,59,1,1,5,58,-0.10880187,-0.03826755,0.02834151,0.00541182
2563,1,59,1,1,1,59,0.04061751,0.06835472,-0.00364632,-0.04516419
2564,2,59,1,1,1,59,0.00100636,0.04612476,-0.0112979,0.06821874
2565,3,59,1,1,1,59,-0.00589732,0.02120058,0.05746282,-0.02748292
2566,4,59,1,1,1,59,-0.00159019,0.00108794,0.06025395,-0.07611541
2567,1,59,1,1,2,59,-0.0,0.03529264,-0.01692098,-0.01284003
2568,2,59,1,1,2,59,0.03488459,0.00419952,0.09955224,0.00216287
2569,3,59,1,1,2,59,0.02038447,0.04191175,-0.04087819,0.03593865
2570,4,59,1,1,2,59,-0.00112358,0.03390541,-0.02550031,-0.03715186
2571,1,59,1,1,3,59,0.0,0.0,0.0,0.0
2572,2,59,1,1,3,59,-0.0,0.047483,0.01474656,-0.01269402
2573,3,59,1,1,3,59,0.02761209,-0.01097935,0.05680596,0.03807747
2574,4,59,1,1,3,59,0.02020156,0.01562509,-0.09764123,-0.02348391
2575,1,59,1,1,4,59,-0.0,-0.0,-0.0,-0.0
2576,2,59,1,1,4,59,-0.0,-0.0,-0.0,-0.0
2577,3,59,1,1,4,59,-0.0,0.03980662,0.04381028,0.0115394
2578,4,59,1,1,4,59,0.02770812,-0.04804054,-0.06117724,-0.01133131
2579,1,59,1,1,1,60,0.05197631,0.08438312,0.04212232,-0.00614598
2580,2,59,1,1,1,60,0.01244194,0.03988073,-0.03423179,-0.00276259
2581,3,59,1,1,1,60,0.00181548,0.01712745,-0.03389943,-0.00200924
2582,4,59,1,1,1,60,7.6e-07,0.0026271,-0.00730001,-0.0008661
2583,1,59,1,1,2,60,-0.02761868,0.0114281,0.01255718,0.0054093
2584,2,59,1,1,2,60,0.03229027,-0.02502689,0.0233108,-0.00646243
2585,3,59,1,1,2,60,0.02427419,0.00225689,-0.04372317,0.00759181
2586,4,59,1,1,2,60,0.00384121,0.01374202,-0.05043623,0.01076922
2587,1,59,1,1,3,60,0.0,-0.00768329,0.00368374,0.0027953
2588,2,59,1,1,3,60,-0.03890644,0.01018211,-0.00375722,0.00062431
2589,3,59,1,1,3,60,0.00644711,-0.04574296,0.00675953,-0.0044941
2590,4,59,1,1,3,60,0.01644688,-0.0211468,-0.04720635,0.01060961
2591,1,59,1,1,4,60,-0.0,-0.0,-0.0,-0.0
2592,2,59,1,1,4,60,0.0,-0.01349006,-0.00418954,0.00360641
2593,3,59,1,1,4,60,-0.04352661,-0.00844218,-0.00443146,-0.00782222
2594,4,59,1,1,4,60,-0.00302525,-0.05975571,-0.01063914,0.00507684
2595,1,59,1,1,5,60,0.0,0.0,0.0,0.0
2596,2,59,1,1,5,60,-0.0,0.0,-0.0,-0.0
2597,3,59,1,1,5,60,0.0,-0.01282342,-0.01411317,-0.00371733
2598,4,59,1,1,5,60,-0.05437831,-0.03272785,0.00486081,0.0027582
2599,1,60,1,1,1,59,0.04824505,0.02984245,-0.04319071,0.01579609
2600,2,60,1,1,1,59,0.00285715,0.03833357,-0.01921461,0.01417986
2601,3,60,1,1,1,59,-0.00165541,0.00897506,0.01890334,-0.02478522
2602,1,60,1,1,2,59,-0.06699198,-0.03054637,0.00124447,0.01875868
2603,2,60,1,1,2,59,0.0450699,-0.04863712,0.00285907,-0.01211937
2604,3,60,1,1,2,59,0.01036739,0.02433647,-0.06321558,0.025243
2605,1,60,1,1,3,59,-0.0,-0.03744675,-0.01162965,0.01001095
2606,2,60,1,1,3,59,-0.08931835,-0.02007131,-0.02630614,-0.01707176
2607,3,60,1,1,3,59,0.02505644,-0.07636831,0.01100765,0.00119014
2608,1,60,1,1,4,59,0.0,0.0,0.0,0.0
2609,2,60,1,1,4,59,0.0,-0.04792952,-0.05275017,-0.01389411
2610,3,60,1,1,4,59,-0.10436247,-0.03617,0.02914872,0.00631524
2611,1,60,1,1,1,60,-0.01282764,0.01825432,0.12763999,0.02346813
2612,2,60,1,1,1,60,-0.00293284,0.00066813,0.0930113,-0.10463875
2613,3,60,1,1,1,60,-0.00022949,-0.0006643,0.0237377,-0.04136999
2614,1,60,1,1,2,60,0.04076405,0.03762736,0.0721945,-0.01444328
2615,2,60,1,1,2,60,-0.00143023,0.05435056,-0.04993749,0.04382316
2616,3,60,1,1,2,60,-0.00274259,0.0102429,0.05027757,-0.08026969
2617,1,60,1,1,3,60,0.0130713,0.04032204,0.02715788,-0.01206091
2618,2,60,1,1,3,60,0.03088135,0.00549393,0.02470697,0.04328374
2619,3,60,1,1,3,60,0.00346035,0.03946622,-0.06586513,-0.0427967
2620,1,60,1,1,4,60,-0.0,0.02127969,0.00660873,-0.00568887
2621,2,60,1,1,4,60,0.02082401,0.01032246,0.05230906,0.02744841
2622,3,60,1,1,4,60,0.02212473,0.00046515,-0.09181651,-0.02339459
2623,1,60,1,1,5,60,-0.0,0.0,0.0,-0.0
2624,2,60,1,1,5,60,0.0,0.03088352,0.03398971,0.00895271
2625,3,60,1,1,5,60,0.02495983,-0.04006084,-0.05297857,-0.01026815
2626,1,60,1,1,1,61,0.04197885,0.01427065,0.01665683,0.00113349
2627,2,60,1,1,1,61,0.01386846,0.01891445,-0.06372847,0.00767501
2628,3,60,1,1,1,61,0.00189275,0.00832883,-0.03331199,0.00462775
2629,1,60,1,1,2,61,-0.0327622,-0.00058477,0.00439932,0.00419891
2630,2,60,1,1,2,61,0.01559433,-0.04501921,0.00156251,-0.00740012
2631,3,60,1,1,2,61,0.01291527,-0.01205052,-0.05874722,0.01568382
2632,1,60,1,1,3,61,0.0,-0.00753949,-0.0023415,0.00201559
2633,2,60,1,1,3,61,-0.03868057,-0.0118542,-0.00606751,-0.00649485
2634,3,60,1,1,3,61,-0.00521012,-0.05795187,-0.00931585,0.00564436
2635,1,60,1,1,4,61,-0.0,0.0,-0.0,-0.0
2636,2,60,1,1,4,61,0.0,-0.00928446,-0.01021827,-0.00269144
2637,3,60,1,1,4,61,-0.0426977,-0.02532826,0.00437881,0.00238247
2638,1,61,1,1,1,60,0.03567595,0.07121486,0.05035546,-0.00743435
2639,2,61,1,1,1,60,0.00060104,0.03531453,0.0307847,-0.02384326
2640,3,61,1,1,1,60,-0.00243551,0.01223955,0.03077071,-0.04046211
2641,4,61,1,1,1,60,-0.00034892,0.00054316,0.01399311,-0.02324058
2642,1,61,1,1,2,60,-0.04636958,-0.02383558,0.03677215,0.01949796
2643,2,61,1,1,2,60,0.04905862,-0.02586527,0.00026447,-0.01838082
2644,3,61,1,1,2,60,0.0202966,0.02908332,-0.06226631,0.02764411
2645,4,61,1,1,2,60,-0.00152421,0.02174217,-0.01424047,-0.00038234
2646,1,61,1,1,3,60,0.0,-0.02594048,0.01243711,0.00943756
2647,2,61,1,1,3,60,-0.07263396,0.00490866,-0.04043469,0.00331236
2648,3,61,1,1,3,60,0.0212837,-0.07053046,0.02693457,-0.00986467
2649,4,61,1,1,3,60,0.02101048,-0.000577,-0.0527451,0.01579878
2650,1,61,1,1,4,60,-0.0,-0.0,-0.0,0.0
2651,2,61,1,1,4,60,0.0,-0.04969131,-0.01543238,0.01328438
2652,3,61,1,1,4,60,-0.07973946,-0.00416608,-0.02804119,-0.02621974
2653,4,61,1,1,4,60,0.00610694,-0.07701858,0.0161354,0.00917293
2654,1,61,1,1,5,60,0.0,0.0,0.0,-0.0
2655,2,61,1,1,5,60,-0.0,0.0,0.0,0.0
2656,3,61,1,1,5,60,0.0,-0.04543577,-0.05000559,-0.01317121
2657,4,61,1,1,5,60,-0.09429806,-0.02837691,0.03217739,0.00773127
2658,1,61,1,1,1,61,0.03982561,0.06305208,-0.00410028,-0.04505778
2659,2,61,1,1,1,61,0.0030356,0.04919349,0.00623722,0.09510895
2660,3,61,1,1,1,61,-0.00341804,0.02749873,0.05422162,-0.04786539
2661,4,61,1,1,1,61,-0.00135807,0.00501604,0.0511507,-0.10097736
2662,1,61,1,1,2,61,-0.0,0.02662678,-0.01276615,-0.00968725
2663,2,61,1,1,2,61,0.03399099,0.0113526,0.09450217,0.00053353
2664,3,61,1,1,2,61,0.0218371,0.03754415,-0.04152421,0.04922215
2665,4,61,1,1,2,61,0.00188327,0.03510319,-0.0454153,-0.06440288
2666,1,61,1,1,3,61,0.0,0.0,0.0,0.0
2667,2,61,1,1,3,61,-0.0,0.03521528,0.01093663,-0.00941439
2668,3,61,1,1,3,61,0.02375829,-0.00410052,0.05383539,0.03597604
2669,4,61,1,1,3,61,0.02259037,0.00386225,-0.10175841,-0.03198472
2670,1,61,1,1,4,61,-0.0,-0.0,-0.0,-0.0
2671,2,61,1,1,4,61,0.0,-0.0,-0.0,-0.0
2672,3,61,1,1,4,61,-0.0,0.02732132,0.03006924,0.00792008
2673,4,61,1,1,4,61,0.02176482,-0.0349591,-0.0472364,-0.00967411
2674,1,61,1,1,1,62,0.04354031,0.07864578,0.04232556,-0.00280317
2675,2,61,1,1,1,62,0.01548941,0.02657042,-0.03545535,-0.00565264
2676,3,61,1,1,1,62,0.00587357,0.01092996,-0.04124973,-0.00084097
2677,4,61,1,1,1,62,0.00100923,0.00343744,-0.01737866,0.00217795
2678,1,61,1,1,2,62,-0.02670691,-0.00725817,0.00338418,0.00565894
2679,2,61,1,1,2,62,0.01012973,-0.02285568,0.02123987,-0.00568253
2680,3,61,1,1,2,62,0.01564416,-0.01902864,-0.03238611,0.0038674
2681,4,61,1,1,2,62,0.00825254,-0.00475736,-0.05838935,0.01489388
2682,1,61,1,1,3,62,0.00730194,-0.001966,0.00096877,-0.00010997
2683,2,61,1,1,3,62,-0.02636414,0.00519868,-0.01098559,0.00371904
2684,3,61,1,1,3,62,-0.0209294,-0.03079786,0.00805281,-0.01076319
2685,4,61,1,1,3,62,-0.00237173,-0.04896591,-0.01866498,0.00929549
2686,1,61,1,1,4,62,-0.00284534,0.00076609,-0.0003775,4.285e-05
2687,2,61,1,1,4,62,0.01027327,-0.0076255,0.00254165,4.783e-05
2688,3,61,1,1,4,62,-0.01067535,0.00171876,-0.01337413,-0.00198229
2689,4,61,1,1,4,62,-0.03065768,-0.02496503,0.00745889,0.0019042
2690,1,62,1,1,1,61,0.04526832,0.02650115,-0.04039365,0.01627197
2691,2,62,1,1,1,61,0.00755526,0.03362659,-0.02397945,0.00925671
2692,3,62,1,1,1,61,-0.00076391,0.01069825,0.00908896,-0.03193666
2693,1,62,1,1,2,61,-0.05947852,-0.03311995,-0.00274128,0.01752701
2694,2,62,1,1,2,61,0.02900171,-0.05220542,-0.00548527,-0.02292847
2695,3,62,1,1,2,61,0.01480709,0.00841984,-0.06498879,0.03228681
2696,1,62,1,1,3,61,-0.0,-0.02642103,-0.00820544,0.00706335
2697,2,62,1,1,3,61,-0.07431374,-0.02663224,-0.03503708,-0.02054914
2698,3,62,1,1,3,61,0.00101906,-0.07616592,0.02138304,0.01089878
2699,1,62,1,1,4,61,0.0,0.0,0.0,-0.0
2700,2,62,1,1,4,61,0.0,-0.03374494,-0.03713893,-0.0097822
2701,3,62,1,1,4,61,-0.081741,-0.0247639,0.0285632,0.00725541
2702,1,62,1,1,1,62,-0.00195109,0.03833458,0.14874063,0.03677052
2703,2,62,1,1,1,62,-0.00164973,0.01530331,0.0715535,-0.11946057
2704,3,62,1,1,1,62,-0.00056258,0.00303609,0.02603453,-0.06746801
2705,1,62,1,1,2,62,0.04134593,0.04251212,0.04724265,-0.02068626
2706,2,62,1,1,2,62,0.01334631,0.05070211,-0.04525329,0.09044182
2707,3,62,1,1,2,62,0.00108947,0.02585501,-0.00201347,-0.12244136
2708,1,62,1,1,3,62,-0.00313442,0.02262583,0.00651596,-0.00414742
2709,2,62,1,1,3,62,0.0308393,6.58e-05,0.0648234,0.02627073
2710,3,62,1,1,3,62,0.01913102,0.0145765,-0.12434069,-0.03192394
2711,1,62,1,1,4,62,0.00122138,-0.00041309,7.076e-05,-0.00063045
2712,2,62,1,1,4,62,-0.00186657,0.0228065,0.01869385,0.00834148
2713,3,62,1,1,4,62,0.02075132,-0.03164714,-0.03672972,-0.01085897
2714,1,62,1,1,1,63,0.02622737,0.0111643,0.01501577,0.00177885
2715,2,62,1,1,1,63,0.0129495,-0.00101091,-0.06139101,0.00257204
2716,3,62,1,1,1,63,0.00436262,-0.00103505,-0.04519387,0.01051951
2717,1,62,1,1,2,63,-0.02784187,-0.00605534,-0.00198783,0.00302715
2718,2,62,1,1,2,63,-0.00592898,-0.03869233,0.01113792,-0.01079515
2719,3,62,1,1,2,63,0.00114666,-0.03434022,-0.03720481,0.01564545
2720,1,62,1,1,3,63,0.01025978,-0.00148749,-0.00042244,-0.00012131
2721,2,62,1,1,3,63,-0.01921364,0.00445008,-0.01156797,-0.00108989
2722,3,62,1,1,3,63,-0.01833949,-0.03015172,0.01148173,8.678e-05
2723,1,63,1,1,1,62,0.03216259,0.07405109,0.06453873,0.00306623
2724,2,63,1,1,1,62,0.01014261,0.0299699,0.02103656,-0.03795079
2725,3,63,1,1,1,62,0.0029419,0.01452621,0.0091333,-0.0408268
2726,4,63,1,1,1,62,-7.358e-05,0.0047772,0.00525228,-0.0249102
2727,1,63,1,1,2,62,-0.0432905,-0.03933794,0.02317413,0.01984885
2728,2,63,1,1,2,62,0.01545248,-0.03279211,-0.02930505,-0.01622782
2729,3,63,1,1,2,62,0.01862234,-0.00745379,-0.05346812,0.0293054
2730,4,63,1,1,2,62,0.00850527,0.00927161,-0.03951552,0.00885497
2731,1,63,1,1,3,62,0.01183607,-0.00395141,0.0007151,-7.631e-05
2732,2,63,1,1,3,62,-0.0566763,-0.01703017,-0.0313438,0.01421746
2733,3,63,1,1,3,62,-0.03264489,-0.06178144,0.01177216,-0.04440784
2734,4,63,1,1,3,62,0.000561,-0.05704759,-0.01261097,0.03195942
2735,1,63,1,1,4,62,-0.00461214,0.00153974,-0.00027865,2.973e-05
2736,2,63,1,1,4,62,0.02208496,-0.01690818,0.00490165,0.0007542
2737,3,63,1,1,4,62,-0.03044982,-0.00521791,-0.05367005,-0.00864444
2738,4,63,1,1,4,62,-0.05963022,-0.0369392,0.04710266,0.0065625
2739,1,63,1,1,1,63,0.03522007,0.05767853,-0.00620508,-0.0420609
2740,2,63,1,1,1,63,0.01291139,0.05498082,0.04490689,0.11568447
2741,3,63,1,1,1,63,0.00468786,0.03714045,0.03332746,-0.06520228
2742,4,63,1,1,1,63,0.00052803,0.01538183,0.01834306,-0.14697165
2743,1,63,1,1,2,63,-0.00850572,0.00327945,-0.00675225,0.00389691
2744,2,63,1,1,2,63,0.02567163,0.00956738,0.07026028,-0.03079111
2745,3,63,1,1,2,63,0.02498421,0.0224943,-0.03201904,0.08384223
2746,4,63,1,1,2,63,0.01303031,0.02193746,-0.10121961,-0.06738471
2747,1,63,1,1,3,63,0.00313437,-0.00120848,0.00248822,-0.00143602
2748,2,63,1,1,3,63,-0.00946005,0.01731511,-0.01941866,0.00577507
2749,3,63,1,1,3,63,0.00751156,-0.00326664,0.05907352,-0.0016159
2750,4,63,1,1,3,63,0.01903555,-0.01983417,-0.06153957,-0.00989724
2751,1,63,1,1,1,64,0.03026123,0.06256956,0.03668398,0.00040983
2752,2,63,1,1,1,64,0.01401537,0.01048287,-0.03353899,-0.00910932
2753,3,63,1,1,1,64,0.0071938,-0.0013903,-0.04724837,0.00069845
2754,4,63,1,1,1,64,0.00257088,-0.00218002,-0.03191064,0.00876536
2755,1,63,1,1,2,64,-0.02701248,-0.02707753,-0.01026764,0.00375523
2756,2,63,1,1,2,64,-0.00293734,-0.02069069,0.02461105,-0.00140164
2757,3,63,1,1,2,64,0.0017063,-0.02514818,-0.01514536,-0.00102876
2758,4,63,1,1,2,64,0.00140137,-0.02202132,-0.04181456,0.01603708
2759,1,63,1,1,3,64,0.01479332,0.01046519,0.00481094,-0.00163708
2760,2,63,1,1,3,64,-0.01412526,0.01038795,-0.01707295,0.00313982
2761,3,63,1,1,3,64,-0.01421457,-0.01116944,0.01021689,-0.00892846
2762,4,63,1,1,3,64,-0.00722297,-0.02724377,0.00563313,0.00330242
2763,1,64,1,1,1,63,0.02667246,0.01288236,-0.03732813,0.01964544
2764,2,64,1,1,1,63,0.01253278,0.01108626,-0.03445553,-0.00788953
2765,3,64,1,1,1,63,0.00401218,0.00695742,-0.01631082,-0.02424874
2766,1,64,1,1,2,63,-0.05233858,-0.0384703,0.00261372,0.01094156
2767,2,64,1,1,2,63,-0.00970197,-0.06582099,-0.02086183,-0.03705757
2768,3,64,1,1,2,63,0.00182378,-0.03359816,-0.03959001,0.05815978
2769,1,64,1,1,3,63,0.01928687,-0.00055122,-0.00553703,-9.474e-05
2770,2,64,1,1,3,63,-0.04683594,-0.00723487,-0.03228353,-0.00622922
2771,3,64,1,1,3,63,-0.03392604,-0.05331097,0.05250519,-0.00197962
2772,1,64,1,1,1,64,0.01276148,0.05809571,0.15662525,0.04156617
2773,2,64,1,1,1,64,0.0046612,0.03249339,0.04029544,-0.10953717
2774,3,64,1,1,1,64,0.00081257,0.01123352,0.00788097,-0.12938901
2775,1,64,1,1,2,64,0.02909885,0.0198642,-0.01378867,-0.03221105
2776,2,64,1,1,2,64,0.02053014,0.03708026,-0.0311406,0.1418621
2777,3,64,1,1,2,64,0.00909113,0.01997082,-0.06676564,-0.13682412
2778,1,64,1,1,3,64,-0.01396214,0.00559107,0.00980308,0.0109724
2779,2,64,1,1,3,64,0.01482291,-0.0116203,0.06364151,-0.03747638
2780,3,64,1,1,3,64,0.01416455,-0.00329371,-0.09113549,0.02055689
2781,1,64,1,1,1,65,0.01569039,0.00724573,0.01108836,0.0016329
2782,2,64,1,1,1,65,0.00718486,-0.0120552,-0.0551662,-0.00187096
2783,3,64,1,1,1,65,0.00213143,-0.01035353,-0.04245121,0.01583779
2784,1,64,1,1,2,65,-0.02070346,-0.00585352,-0.00462397,0.00135193
2785,2,64,1,1,2,65,-0.00546931,-0.02231812,0.02280765,-0.00782028
2786,3,64,1,1,2,65,-0.00079581,-0.02106309,-0.01592955,0.01014807
2787,1,65,1,1,1,64,0.02235436,0.06399135,0.07107342,0.01373367
2788,2,65,1,1,1,64,0.01332136,0.01307597,-0.00614708,-0.05800895
2789,3,65,1,1,1,64,0.00665174,0.00498317,-0.01930009,-0.03189496
2790,4,65,1,1,1,64,0.00235659,0.00301298,-0.01265592,-0.01844242
2791,1,65,1,1,2,64,-0.03934961,-0.05342756,-0.00721081,0.01074145
2792,2,65,1,1,2,64,-0.00676483,-0.04394942,-0.04103549,0.0042364
2793,3,65,1,1,2,64,-0.00012095,-0.03412047,-0.04665975,0.02406157
2794,4,65,1,1,2,64,0.00071506,-0.01927757,-0.03157303,0.03567615
2795,1,65,1,1,3,64,0.0231026,0.02033526,0.00358361,-0.00458492
2796,2,65,1,1,3,64,-0.03728039,0.00204449,-0.00621708,0.00993826
2797,3,65,1,1,3,64,-0.02688037,-0.04104541,0.02133007,-0.06225242
2798,4,65,1,1,3,64,-0.01092144,-0.04367937,0.01561862,0.04309827
2799,1,65,1,1,1,65,0.02690012,0.04328692,-0.00537914,-0.03276636
2800,2,65,1,1,1,65,0.01678489,0.05606379,0.06374123,0.12180034
2801,3,65,1,1,1,65,0.0092323,0.03560571,0.00709892,-0.10289539
2802,4,65,1,1,1,65,0.00372829,0.01476737,-0.02302019,-0.18624534
2803,1,65,1,1,2,65,-0.01298516,-0.01056286,-0.00235728,0.01205777
2804,2,65,1,1,2,65,0.01520218,-0.00935609,0.03267831,-0.06075369
2805,3,65,1,1,2,65,0.01493141,0.00867866,-0.04292802,0.12123424
2806,4,65,1,1,2,65,0.00811936,0.01029706,-0.08130551,-0.05176712
2807,1,65,1,1,1,66,0.0202422,0.04288213,0.02631207,0.00143598
2808,2,65,1,1,1,66,0.00938245,0.00043528,-0.03177897,-0.01026529
2809,3,65,1,1,1,66,0.00408816,-0.00842632,-0.04341407,0.00281011
2810,4,65,1,1,1,66,0.0012651,-0.00653275,-0.02868153,0.0133718
2811,1,65,1,1,2,66,-0.02600953,-0.03392019,-0.01711476,0.00167207
2812,2,65,1,1,2,66,-0.00163215,-0.01459782,0.03377907,0.0021381
2813,3,65,1,1,2,66,0.00139745,-0.01321465,-0.00709264,-0.00031525
2814,4,65,1,1,2,66,0.00082036,-0.0088821,-0.02035308,0.01031202
2815,1,66,1,1,1,65,0.0154066,0.00319892,-0.03182571,0.01868928
2816,2,66,1,1,1,65,0.00677057,-0.01121432,-0.05069878,-0.02927172
2817,3,66,1,1,1,65,0.0017743,-0.00637912,-0.02473483,-0.00085516
