,k1,L1,k2,L2,k3,L3,rho1,rho2,rho3,rho4
1416,2,35,1,1,4,34,-0.0,-0.02876389,-0.00893306,0.00768969
1417,3,35,1,1,4,34,0.03944108,0.01280994,0.02453689,0.05259219
1418,4,35,1,1,4,34,-0.04680571,0.02169031,0.07058616,-0.01710374
1419,1,35,1,1,5,34,0.0,0.0,0.0,-0.0
1420,2,35,1,1,5,34,0.0,-0.0,0.0,0.0
1421,3,35,1,1,5,34,0.0,-0.02487573,-0.02737767,-0.00721113
1422,4,35,1,1,5,34,0.04829597,0.0274958,-0.03763173,-0.0251834
1423,1,35,1,1,1,35,-0.0407793,0.07171285,-0.01499878,0.03870811
1424,2,35,1,1,1,35,0.00187818,-0.00188631,-0.04320293,-0.10458857
1425,3,35,1,1,1,35,0.00948143,-0.06032714,0.00303835,0.00095311
1426,4,35,1,1,1,35,-0.00026964,-0.01186706,0.02334023,0.00889254
1427,1,35,1,1,2,35,-0.0,0.04137609,-0.01983768,-0.01505328
1428,2,35,1,1,2,35,-0.04328249,0.01104198,-0.00094033,-0.0110831
1429,3,35,1,1,2,35,-0.00440125,-0.02191348,-0.01097125,-0.07123304
1430,4,35,1,1,2,35,0.00425021,-0.03950218,0.00459298,0.09351457
1431,1,35,1,1,3,35,0.0,0.0,0.0,0.0
1432,2,35,1,1,3,35,0.0,0.03508014,0.01089466,-0.00937826
1433,3,35,1,1,3,35,-0.05937582,-0.02293532,-0.00243442,-0.04463336
1434,4,35,1,1,3,35,-0.00307329,-0.02582214,0.01705384,0.10579946
1435,1,35,1,1,4,35,-0.0,-0.0,-0.0,0.0
1436,2,35,1,1,4,35,-0.0,-0.0,-0.0,0.0
1437,3,35,1,1,4,35,-0.0,0.03223023,0.03547187,0.0093431
1438,4,35,1,1,4,35,-0.07922528,-0.07830167,0.01578416,0.02504963
1439,1,35,1,1,1,36,-0.01154563,0.00753178,-0.03756108,-0.01053073
1440,2,35,1,1,1,36,-0.03067357,0.06098156,-0.02363826,-0.02817702
1441,3,35,1,1,1,36,-0.00191851,-0.00020026,0.00595903,0.00206996
1442,4,35,1,1,1,36,-2.441e-05,5.447e-05,0.00108973,-0.00034293
1443,1,35,1,1,2,36,-0.0400736,0.05117314,0.02355106,-0.03031294
1444,2,35,1,1,2,36,0.01243892,-0.04119585,-0.00656806,0.02157547
1445,3,35,1,1,2,36,-0.01672243,0.04942856,-0.03639662,0.00584156
1446,4,35,1,1,2,36,-0.0008142,0.00091702,0.00170087,0.00500308
1447,1,35,1,1,3,36,0.0,-0.02343129,0.01123408,0.00852468
1448,2,35,1,1,3,36,-0.03642272,0.03076826,0.03620266,0.00386589
1449,3,35,1,1,3,36,0.00476946,-0.01305446,0.01903491,0.01122871
1450,4,35,1,1,3,36,-0.00960119,0.03514708,-0.03215,0.02957737
1451,1,35,1,1,4,36,-0.0,-0.0,-0.0,-0.0
1452,2,35,1,1,4,36,0.0,-0.02105959,-0.00654037,0.00563003
1453,3,35,1,1,4,36,-0.03977025,-0.00232928,0.0310418,0.03248225
1454,4,35,1,1,4,36,0.00308076,0.00119115,0.05291856,-0.03067974
1455,1,35,1,1,5,36,0.0,0.0,0.0,-0.0
1456,2,35,1,1,5,36,0.0,0.0,0.0,-0.0
1457,3,35,1,1,5,36,0.0,-0.02051947,-0.02258327,-0.00594831
1458,4,35,1,1,5,36,-0.0418777,-0.0439152,-0.03564914,-0.01656002
1459,1,36,1,1,1,35,-0.06034431,0.01887769,-0.05752632,0.00892671
1460,2,36,1,1,1,35,0.002734,-0.03789982,-0.01081521,0.0054561
1461,3,36,1,1,1,35,-0.00020924,-0.01235342,0.02137838,0.00915894
1462,1,36,1,1,2,35,0.02658422,-0.01122369,0.03603204,0.01464307
1463,2,36,1,1,2,35,-0.05722983,0.01343179,0.01629958,0.00398024
1464,3,36,1,1,2,35,0.00067347,-0.02645767,-0.01100702,0.07633261
1465,1,36,1,1,3,35,-0.0,-0.02994098,-0.00929862,0.00800437
1466,2,36,1,1,3,35,0.03515463,0.01258791,0.02493458,0.05229978
1467,3,36,1,1,3,35,-0.04362585,0.02151949,0.06987937,-0.01879664
1468,1,36,1,1,4,35,0.0,-0.0,0.0,0.0
1469,2,36,1,1,4,35,0.0,-0.02698887,-0.02970335,-0.0078237
1470,3,36,1,1,4,35,0.04370591,0.02479416,-0.03742836,-0.02512616
1471,1,36,1,1,1,36,0.0215247,-0.09036475,0.00795156,-0.09916528
1472,2,36,1,1,1,36,-0.00068276,-0.03210281,0.04727345,-0.00090982
1473,3,36,1,1,1,36,-1.836e-05,-0.00052249,0.00463206,-0.00149185
1474,1,36,1,1,2,36,-0.01251851,-0.02014631,0.01408402,-0.07877384
1475,2,36,1,1,2,36,0.00944608,-0.04622229,-0.01035861,-0.0032006
1476,3,36,1,1,2,36,-0.0003242,-0.01328037,0.02490578,0.01045856
1477,1,36,1,1,3,36,-0.03872318,0.02608462,-0.0054755,-0.01619733
1478,2,36,1,1,3,36,-0.00433142,-0.02114891,-0.01101814,-0.06910352
1479,3,36,1,1,3,36,0.00367768,-0.03799069,0.00644183,0.09325937
1480,1,36,1,1,4,36,0.0,0.03595923,0.01116768,-0.00961328
1481,2,36,1,1,4,36,-0.05582653,-0.02308868,-0.00032305,-0.04219152
1482,3,36,1,1,4,36,-0.00271312,-0.0229168,0.0149342,0.1042164
1483,1,36,1,1,5,36,-0.0,-0.0,-0.0,-0.0
1484,2,36,1,1,5,36,-0.0,0.03437503,0.03783239,0.00996485
1485,3,36,1,1,5,36,-0.07522407,-0.07852148,0.01244708,0.0240234
1486,1,36,1,1,1,37,0.00579854,0.00213045,-0.02863496,0.01007927
1487,2,36,1,1,1,37,-0.01660527,0.04816763,-0.03471538,0.00813258
1488,3,36,1,1,1,37,-0.0008271,0.00132627,0.00184252,0.0046766
1489,1,36,1,1,2,37,-0.03910437,0.02233423,0.03887891,0.00668802
1490,2,36,1,1,2,37,0.01227573,-0.01492883,0.01823448,0.01107557
1491,3,36,1,1,2,37,-0.00963847,0.03732528,-0.03377993,0.02893738
1492,1,36,1,1,3,37,0.0,-0.02125818,-0.00660204,0.00568312
1493,2,36,1,1,3,37,-0.04494055,-0.0030824,0.03091155,0.0309713
1494,3,36,1,1,3,37,0.00894108,-0.00266214,0.04791003,-0.02978529
1495,1,36,1,1,4,37,0.0,0.0,-0.0,-0.0
1496,2,36,1,1,4,37,0.0,-0.02151534,-0.0236793,-0.006237
1497,3,36,1,1,4,37,-0.04838283,-0.04805984,-0.03453021,-0.01573936
1498,1,37,1,1,1,36,-0.05517554,-0.02290923,-0.04864454,-0.02026754
1499,2,37,1,1,1,36,0.00471278,-0.04587911,-0.0011581,-0.06330738
1500,3,37,1,1,1,36,-0.00058727,-0.03034027,0.03983436,0.00071387
1501,4,37,1,1,1,36,-1.067e-05,-0.00061887,0.00465547,-0.00126308
1502,1,37,1,1,2,36,0.02111767,-0.03195593,0.03035067,-0.05077307
1503,2,37,1,1,2,36,-0.06220508,-0.01633558,-0.00676974,0.03128063
1504,3,37,1,1,2,36,0.00116474,-0.02018897,-0.02373221,0.00209497
1505,4,37,1,1,2,36,-0.00028558,-0.01358589,0.02218555,0.01073745
1506,1,37,1,1,3,36,0.0,-0.04110829,0.01970928,0.01495585
1507,2,37,1,1,3,36,0.02341951,0.00695182,0.02927406,0.00899177
1508,3,37,1,1,3,36,-0.05262996,0.00996104,0.01745673,0.00598789
1509,4,37,1,1,3,36,-0.00050043,-0.02274505,-0.01104567,0.07509729
1510,1,37,1,1,4,36,-0.0,-0.0,-0.0,0.0
1511,2,37,1,1,4,36,-0.0,-0.03361211,-0.01043874,0.0089858
1512,3,37,1,1,4,36,0.03043729,0.01277248,0.02539305,0.05168674
1513,4,37,1,1,4,36,-0.03998642,0.02103144,0.06876254,-0.02042274
1514,1,37,1,1,5,36,0.0,0.0,0.0,-0.0
1515,2,37,1,1,5,36,0.0,0.0,0.0,0.0
1516,3,37,1,1,5,36,0.0,-0.02918507,-0.03212044,-0.00846035
1517,4,37,1,1,5,36,0.03856515,0.02181202,-0.03702422,-0.02495888
1518,1,37,1,1,1,37,-0.03379504,0.07147925,-0.01261688,0.03280158
1519,2,37,1,1,1,37,0.00197191,0.002819,-0.04732581,-0.10162582
1520,3,37,1,1,1,37,0.00713051,-0.05780884,0.00722155,0.0005226
1521,4,37,1,1,1,37,-0.00035003,-0.01307079,0.02748341,0.0092084
1522,1,37,1,1,2,37,-0.0,0.04606061,-0.02208366,-0.01675759
1523,2,37,1,1,2,37,-0.03718784,0.00785288,0.00671904,-0.00973695
1524,3,37,1,1,2,37,-0.0036592,-0.01590766,-0.01332898,-0.06838318
1525,4,37,1,1,2,37,0.00305752,-0.03666318,0.00846132,0.09300373
1526,1,37,1,1,3,37,0.0,0.0,0.0,-0.0
1527,2,37,1,1,3,37,0.0,0.03975212,0.01234562,-0.01062726
1528,3,37,1,1,3,37,-0.05204436,-0.02374487,0.00177078,-0.03939042
1529,4,37,1,1,3,37,-0.00235161,-0.01980092,0.01261906,0.1022277
1530,1,37,1,1,4,37,-0.0,-0.0,-0.0,0.0
1531,2,37,1,1,4,37,-0.0,-0.0,-0.0,-0.0
1532,3,37,1,1,4,37,-0.0,0.0365439,0.0402194,0.01059358
1533,4,37,1,1,4,37,-0.07087542,-0.07862158,0.00887415,0.02287859
1534,1,37,1,1,1,38,0.00189165,0.01354427,-0.02931513,-0.0127849
1535,2,37,1,1,1,38,-0.03156817,0.06826786,-0.02443151,-0.02533714
1536,3,37,1,1,1,38,-0.00223151,0.00181852,0.00499067,0.00216206
1537,4,37,1,1,1,38,-3.281e-05,0.00011072,0.00124424,-0.00045493
1538,1,37,1,1,2,38,-0.04702005,0.05669418,0.02327852,-0.02731931
1539,2,37,1,1,2,38,0.03123528,-0.04803165,0.00070182,0.02103186
1540,3,37,1,1,2,38,-0.01709072,0.05575869,-0.03928989,0.00611413
1541,4,37,1,1,2,38,-0.00097274,0.00197358,0.00078478,0.00550723
1542,1,37,1,1,3,38,0.0,-0.02534945,0.01215374,0.00922254
1543,2,37,1,1,3,38,-0.04474034,0.0352845,0.03493979,0.00283137
1544,3,37,1,1,3,38,0.0200762,-0.01981698,0.01809595,0.01173851
1545,4,37,1,1,3,38,-0.00955645,0.03943187,-0.03538029,0.02803581
1546,1,37,1,1,4,38,-0.0,-0.0,-0.0,-0.0
1547,2,37,1,1,4,38,0.0,-0.02313901,-0.00718617,0.00618594
1548,3,37,1,1,4,38,-0.05004839,-0.00352334,0.03077936,0.02929209
1549,4,37,1,1,4,38,0.01462661,-0.00669063,0.04280839,-0.02881529
1550,1,37,1,1,5,38,0.0,0.0,0.0,-0.0
1551,2,37,1,1,5,38,0.0,0.0,0.0,-0.0
1552,3,37,1,1,5,38,0.0,-0.02248655,-0.0247482,-0.00651854
1553,4,37,1,1,5,38,-0.05480136,-0.0520713,-0.0332918,-0.01487279
1554,1,38,1,1,1,37,-0.05091179,0.01980307,-0.05929321,0.0098535
1555,2,38,1,1,1,37,-0.00122076,-0.03022746,-0.0105264,0.00614947
1556,3,38,1,1,1,37,-0.00033583,-0.01321508,0.02438185,0.00972873
1557,1,38,1,1,2,37,0.0179471,-0.00947041,0.03622454,0.01494012
1558,2,38,1,1,2,37,-0.04719472,0.01120063,0.01679907,0.00639216
1559,3,38,1,1,2,37,-0.00169094,-0.01922814,-0.01110785,0.07396274
1560,1,38,1,1,3,37,-0.0,-0.03437248,-0.01067489,0.00918908
1561,2,38,1,1,3,37,0.02526556,0.01232128,0.02555253,0.05096084
1562,3,38,1,1,3,37,-0.03590832,0.02026523,0.06726307,-0.02197898
1563,1,38,1,1,4,37,0.0,0.0,-0.0,0.0
1564,2,38,1,1,4,37,0.0,-0.03142259,-0.034583,-0.00910898
1565,3,38,1,1,4,37,0.03288641,0.01856206,-0.03641288,-0.0246793
1566,1,38,1,1,1,38,0.01619607,-0.08709016,0.01149691,-0.0980684
1567,2,38,1,1,1,38,-0.00088709,-0.03464551,0.05457342,-0.00236162
1568,3,38,1,1,1,38,-2.445e-05,-0.0006614,0.00596862,-0.00212095
1569,1,38,1,1,2,38,-0.0112463,-0.01778969,0.0183661,-0.07374562
1570,2,38,1,1,2,38,0.00712899,-0.04009497,-0.01062566,-0.00444873
1571,3,38,1,1,2,38,-0.00042487,-0.01472561,0.0290855,0.01121291
1572,1,38,1,1,3,38,-0.03210919,0.02699308,0.00021104,-0.01621372
1573,2,38,1,1,3,38,-0.00359987,-0.01574808,-0.01288682,-0.06530375
1574,3,38,1,1,3,38,0.00244192,-0.03459072,0.01023181,0.0919956
1575,1,38,1,1,4,38,0.0,0.04002562,0.01243055,-0.01070038
1576,2,38,1,1,4,38,-0.0479854,-0.02365027,0.00422183,-0.03651576
1577,3,38,1,1,4,38,-0.00198548,-0.01656796,0.01006997,0.09983964
1578,1,38,1,1,5,38,-0.0,-0.0,-0.0,-0.0
1579,2,38,1,1,5,38,-0.0,0.03868056,0.04257096,0.01121297
1580,3,38,1,1,5,38,-0.06620306,-0.07860313,0.00508177,0.02162007
1581,1,38,1,1,1,39,0.02044169,0.00255563,-0.02337142,0.00917761
1582,2,38,1,1,1,39,-0.01653864,0.05356205,-0.03733847,0.00885136
1583,3,38,1,1,1,39,-0.00095668,0.00240269,0.00098245,0.004934
1584,1,38,1,1,2,39,-0.0465211,0.02418176,0.03804484,0.0063777
1585,2,38,1,1,2,39,0.02694349,-0.02124985,0.01717129,0.01134267
1586,3,38,1,1,2,39,-0.00936992,0.04129182,-0.03717011,0.02729507
1587,1,38,1,1,3,39,0.0,-0.02293796,-0.00712373,0.00613219
1588,2,38,1,1,3,39,-0.05499912,-0.00435866,0.03038337,0.02760854
1589,3,38,1,1,3,39,0.02008193,-0.01084189,0.03766329,-0.02777737
1590,1,38,1,1,4,39,0.0,0.0,-0.0,0.0
1591,2,38,1,1,4,39,0.0,-0.02339811,-0.02575144,-0.00678279
1592,3,38,1,1,4,39,-0.06108381,-0.05591652,-0.03193895,-0.01396483
1593,1,39,1,1,1,38,-0.04693954,-0.02308219,-0.04602072,-0.02380166
1594,2,39,1,1,1,38,-0.00263037,-0.0360635,-0.00022903,-0.06000634
1595,3,39,1,1,1,38,-0.00091058,-0.03183072,0.04462957,8.442e-05
1596,4,39,1,1,1,38,-1.542e-05,-0.00077317,0.00592149,-0.00175461
1597,1,39,1,1,2,38,0.0106706,-0.02500214,0.03090316,-0.04730778
1598,2,39,1,1,2,38,-0.04803282,-0.02344009,-0.00110639,0.03355783
1599,3,39,1,1,2,38,-0.00295728,-0.00858235,-0.0269612,0.00201024
1600,4,39,1,1,2,38,-0.00044923,-0.01455953,0.02489106,0.01176007
1601,1,39,1,1,3,38,0.0,-0.0462548,0.02217676,0.01682823
1602,2,39,1,1,3,38,0.01391319,0.01366629,0.0272383,0.00764054
1603,3,39,1,1,3,38,-0.0414712,0.00611645,0.01829818,0.00875505
1604,4,39,1,1,3,38,-0.00286184,-0.0149252,-0.01140579,0.07215478
1605,1,39,1,1,4,38,-0.0,-0.0,-0.0,0.0
1606,2,39,1,1,4,38,-0.0,-0.0387677,-0.01203989,0.01036409
1607,3,39,1,1,4,38,0.01969627,0.01258424,0.02585178,0.0498349
1608,4,39,1,1,4,38,-0.03142279,0.01911752,0.06535791,-0.02343664
1609,1,39,1,1,5,38,0.0,0.0,0.0,-0.0
1610,2,39,1,1,5,38,0.0,-0.0,0.0,0.0
1611,3,39,1,1,5,38,0.0,-0.03373856,-0.03713191,-0.00978035
1612,4,39,1,1,5,38,0.02668728,0.01506816,-0.03557965,-0.02428331
1613,1,39,1,1,1,39,-0.02608831,0.07125072,-0.01026794,0.02603103
1614,2,39,1,1,1,39,0.00187014,0.00778312,-0.05112994,-0.09698309
1615,3,39,1,1,1,39,0.00460981,-0.05437885,0.01184377,0.00013081
1616,4,39,1,1,1,39,-0.00044666,-0.01411213,0.03198869,0.00908394
1617,1,39,1,1,2,39,-0.0,0.0504402,-0.02418344,-0.01835095
1618,2,39,1,1,2,39,-0.03034426,0.00438265,0.01531959,-0.00816649
1619,3,39,1,1,2,39,-0.00278358,-0.00924841,-0.01583399,-0.06439416
1620,4,39,1,1,2,39,0.00177617,-0.03294601,0.01225711,0.09115011
1621,1,39,1,1,3,39,0.0,-0.0,0.0,0.0
1622,2,39,1,1,3,39,0.0,0.04444509,0.01380309,-0.01188187
1623,3,39,1,1,3,39,-0.04375014,-0.02439645,0.00654707,-0.03321969
1624,4,39,1,1,3,39,-0.00159771,-0.01314617,0.00729976,0.09703605
1625,1,39,1,1,4,39,-0.0,-0.0,-0.0,-0.0
1626,2,39,1,1,4,39,-0.0,-0.0,-0.0,-0.0
1627,3,39,1,1,4,39,-0.0,0.0408274,0.04493373,0.01183531
1628,4,39,1,1,4,39,-0.06123387,-0.07847734,0.00107795,0.02025077
1629,1,39,1,1,1,40,0.01409585,0.02084645,-0.02083798,-0.01472308
1630,2,39,1,1,1,40,-0.03109682,0.07422736,-0.02489045,-0.0222032
1631,3,39,1,1,1,40,-0.00252248,0.0042942,0.00349022,0.00218996
1632,4,39,1,1,1,40,-4.306e-05,0.00019378,0.00135641,-0.00059131
1633,1,39,1,1,2,40,-0.05300859,0.06071455,0.02291665,-0.02391775
1634,2,39,1,1,2,40,0.04868014,-0.05432647,0.00784529,0.02008399
1635,3,39,1,1,2,40,-0.01668601,0.06113818,-0.0420926,0.0063923
1636,4,39,1,1,2,40,-0.00113423,0.00331847,-0.00057709,0.0059844
1637,1,39,1,1,3,40,0.0,-0.02694044,0.01291653,0.00980136
1638,2,39,1,1,3,40,-0.05272797,0.0394919,0.03312085,0.00174916
1639,3,39,1,1,3,40,0.03426915,-0.02686283,0.01716277,0.01208798
1640,4,39,1,1,3,40,-0.0090386,0.04302223,-0.03884361,0.02619826
1641,1,39,1,1,4,40,-0.0,-0.0,-0.0,-0.0
1642,2,39,1,1,4,40,0.0,-0.02507,-0.00778586,0.00670217
1643,3,39,1,1,4,40,-0.05982732,-0.00469304,0.03004043,0.02572803
1644,4,39,1,1,4,40,0.02526102,-0.01515391,0.03248281,-0.02665808
1645,1,39,1,1,5,40,0.0,0.0,0.0,-0.0
1646,2,39,1,1,5,40,-0.0,0.0,0.0,-0.0
1647,3,39,1,1,5,40,0.0,-0.02427577,-0.02671737,-0.00703721
1648,4,39,1,1,5,40,-0.0671789,-0.05955586,-0.03047103,-0.01301871
1649,1,40,1,1,1,39,-0.03985586,0.02084525,-0.06038349,0.01068413
1650,2,40,1,1,1,39,-0.00513134,-0.02171453,-0.01025969,0.00701685
1651,3,40,1,1,1,39,-0.00049871,-0.01376488,0.02739484,0.01002447
1652,1,40,1,1,2,39,0.00812362,-0.00785094,0.0359244,0.01522416
1653,2,40,1,1,2,39,-0.03509189,0.008083,0.01715085,0.00874486
1654,3,40,1,1,2,39,-0.00402033,-0.01112462,-0.01171397,0.07066865
1655,1,40,1,1,3,39,-0.0,-0.03886104,-0.01206888,0.01038904
1656,2,40,1,1,3,39,0.01371053,0.01181939,0.02569535,0.04866716
1657,3,40,1,1,3,39,-0.02656162,0.01768239,0.06310216,-0.0248006
1658,1,40,1,1,4,39,0.0,-0.0,0.0,-0.0
1659,2,40,1,1,4,39,0.0,-0.0360575,-0.03968408,-0.01045258
1660,3,40,1,1,4,39,0.01999027,0.01134605,-0.03452252,-0.0237703
1661,1,40,1,1,1,40,0.01058388,-0.08276672,0.01599984,-0.09546596
1662,2,40,1,1,1,40,-0.00112735,-0.03658793,0.06221984,-0.00440359
1663,3,40,1,1,1,40,-3.209e-05,-0.00081923,0.00754896,-0.00297212
1664,1,40,1,1,2,40,-0.00924583,-0.01504419,0.02316392,-0.0678814
1665,2,40,1,1,2,40,0.0046339,-0.03269966,-0.01146346,-0.00562052
1666,3,40,1,1,2,40,-0.00054996,-0.01604771,0.03359208,0.01167808
1667,1,40,1,1,3,40,-0.02492768,0.02823552,0.00628082,-0.01621942
1668,2,40,1,1,3,40,-0.00268387,-0.01008507,-0.01464898,-0.06021303
1669,3,40,1,1,3,40,0.00113984,-0.03024108,0.01379625,0.08926421
1670,1,40,1,1,4,40,0.0,0.04385073,0.0136185,-0.01172297
1671,2,40,1,1,4,40,-0.03927238,-0.02394943,0.00934414,-0.0299734
1672,3,40,1,1,4,40,-0.00118862,-0.00969526,0.00425362,0.09383403
1673,1,40,1,1,5,40,-0.0,-0.0,-0.0,0.0
1674,2,40,1,1,5,40,-0.0,0.04288927,0.04720298,0.01243301
1675,3,40,1,1,5,40,-0.05599705,-0.0782405,-0.00311124,0.01877835
1676,1,40,1,1,1,41,0.0336433,0.00341147,-0.01792342,0.00822736
1677,2,40,1,1,1,41,-0.01570994,0.05804443,-0.0400278,0.0095911
1678,3,40,1,1,1,41,-0.00107452,0.00369397,-0.00025677,0.00509362
1679,1,40,1,1,2,41,-0.0532541,0.02538003,0.03671863,0.00610099
1680,2,40,1,1,2,41,0.04018942,-0.02762147,0.01609291,0.01137754
1681,3,40,1,1,2,41,-0.0086016,0.04444732,-0.04081049,0.02541413
1682,1,40,1,1,3,41,0.0,-0.02434289,-0.00756005,0.00650778
1683,2,40,1,1,3,41,-0.06438292,-0.00563629,0.02934233,0.02391048
1684,3,40,1,1,3,41,0.03010293,-0.01953835,0.02733477,-0.02547342
1685,1,40,1,1,4,41,0.0,0.0,0.0,-0.0
1686,2,40,1,1,4,41,0.0,-0.02506294,-0.02758371,-0.0072654
1687,3,40,1,1,4,41,-0.07303288,-0.06295687,-0.02889737,-0.01204037
1688,1,41,1,1,1,40,-0.0379291,-0.02171551,-0.04222601,-0.0270797
1689,2,41,1,1,1,40,-0.00956893,-0.0257355,0.00131274,-0.05579867
1690,3,41,1,1,1,40,-0.00131042,-0.03244008,0.04920706,-0.00084105
1691,4,41,1,1,1,40,-2.208e-05,-0.00094204,0.0073806,-0.00240175
1692,1,41,1,1,2,40,-0.00046955,-0.01813022,0.03152258,-0.04281254
1693,2,41,1,1,2,40,-0.03127152,-0.03110975,0.0051955,0.03509999
1694,3,41,1,1,2,40,-0.00702258,0.00410884,-0.03076007,0.00205368
1695,4,41,1,1,2,40,-0.00066479,-0.0152005,0.02743684,0.01266802
1696,1,41,1,1,3,40,0.0,-0.05119849,0.02454701,0.01862683
1697,2,41,1,1,3,40,0.00303567,0.02106539,0.02429512,0.0060061
1698,3,41,1,1,3,40,-0.02834989,0.0009383,0.01915792,0.01153924
1699,4,41,1,1,3,40,-0.00511982,-0.00626828,-0.0123562,0.068239
1700,1,41,1,1,4,40,-0.0,-0.0,-0.0,0.0
1701,2,41,1,1,4,40,-0.0,-0.04416001,-0.01371455,0.01180566
1702,3,41,1,1,4,40,0.00737224,0.01225549,0.02581423,0.04698217
1703,4,41,1,1,4,40,-0.02136718,0.01578499,0.06045219,-0.02602614
1704,1,41,1,1,5,40,0.0,0.0,0.0,-0.0
1705,2,41,1,1,5,40,0.0,-0.0,0.0,0.0
1706,3,41,1,1,5,40,0.0,-0.03845508,-0.0423228,-0.0111476
1707,4,41,1,1,5,40,0.01282369,0.00743221,-0.03322167,-0.02313537
1708,1,41,1,1,1,41,-0.01782959,0.07112756,-0.00805795,0.01850393
1709,2,41,1,1,1,41,0.00158904,0.01287038,-0.05440011,-0.09051834
1710,3,41,1,1,1,41,0.00200306,-0.05001961,0.01685913,-0.00021164
1711,4,41,1,1,1,41,-0.00056058,-0.0149135,0.03680951,0.00834841
1712,1,41,1,1,2,41,-0.0,0.05431668,-0.02604201,-0.01976128
1713,2,41,1,1,2,41,-0.02288651,0.00076593,0.02477082,-0.00641077
1714,3,41,1,1,2,41,-0.00170047,-0.00207943,-0.01846826,-0.05923336
1715,4,41,1,1,2,41,0.00044761,-0.02833828,0.01576038,0.08780226
1716,1,41,1,1,3,41,0.0,-0.0,0.0,-0.0
1717,2,41,1,1,3,41,0.0,0.0490401,0.01523013,-0.01311029
1718,3,41,1,1,3,41,-0.03468676,-0.02486309,0.01185259,-0.02620489
1719,4,41,1,1,3,41,-0.00073668,-0.00606827,0.0009679,0.09020878
1720,1,41,1,1,4,41,-0.0,0.0,-0.0,0.0
1721,2,41,1,1,4,41,-0.0,-0.0,-0.0,-0.0
1722,3,41,1,1,4,41,-0.0,0.04495354,0.04947486,0.01303142
1723,4,41,1,1,4,41,-0.05052554,-0.07790987,-0.00747931,0.01720573
1724,1,41,1,1,1,42,0.02484218,0.0292692,-0.01226008,-0.0162489
1725,2,41,1,1,1,42,-0.0291838,0.07857754,-0.02503739,-0.01887803
1726,3,41,1,1,1,42,-0.00276366,0.00716559,0.00140574,0.00213845
1727,4,41,1,1,1,42,-5.514e-05,0.00031047,0.0013951,-0.00075282
1728,1,41,1,1,2,42,-0.05772147,0.06292798,0.02247851,-0.02019285
1729,2,41,1,1,2,42,0.06403027,-0.05968715,0.0146304,0.01868847
1730,3,41,1,1,2,42,-0.01538369,0.06520137,-0.04471533,0.00668293
1731,4,41,1,1,2,42,-0.00128736,0.00496795,-0.0024768,0.00642791
1732,1,41,1,1,3,42,0.0,-0.02809763,0.01347135,0.01022237
1733,2,41,1,1,3,42,-0.06011672,0.04319513,0.03073789,0.0006574
1734,3,41,1,1,3,42,0.04682346,-0.03405047,0.01626052,0.01222562
1735,4,41,1,1,3,42,-0.00798847,0.04565194,-0.04250294,0.02412784
1736,1,41,1,1,4,42,-0.0,-0.0,-0.0,-0.0
1737,2,41,1,1,4,42,0.0,-0.02677967,-0.00831683,0.00715923
1738,3,41,1,1,4,42,-0.0687664,-0.0058048,0.02878487,0.02184884
1739,4,41,1,1,4,42,0.0345657,-0.0240661,0.02221193,-0.02420006
1740,1,41,1,1,5,42,0.0,0.0,0.0,-0.0
1741,2,41,1,1,5,42,0.0,0.0,0.0,-0.0
1742,3,41,1,1,5,42,0.0,-0.0258114,-0.02840745,-0.00748237
1743,4,41,1,1,5,42,-0.0785907,-0.06607503,-0.02721531,-0.01103279
1744,1,42,1,1,1,41,-0.02760744,0.02204828,-0.06079448,0.01141536
1745,2,42,1,1,1,41,-0.00877435,-0.01259788,-0.01004673,0.00807244
1746,3,42,1,1,1,41,-0.00070023,-0.01390517,0.03030893,0.00994828
1747,1,42,1,1,2,41,-0.00265998,-0.00654711,0.0350733,0.01551956
1748,2,42,1,1,2,41,-0.02131875,0.00407927,0.01736222,0.01091421
1749,3,42,1,1,2,41,-0.00617322,-0.00236073,-0.01297609,0.06647973
1750,1,42,1,1,3,41,-0.0,-0.04326571,-0.01343681,0.01156658
1751,2,42,1,1,3,41,0.00068433,0.01105227,0.02524461,0.04537932
1752,3,42,1,1,3,41,-0.01588553,0.01361897,0.05750919,-0.02713475
1753,1,42,1,1,4,41,0.0,0.0,0.0,0.0
1754,2,42,1,1,4,41,0.0,-0.04079651,-0.04489973,-0.01182635
1755,3,42,1,1,4,41,0.00522165,0.00334224,-0.03168443,-0.02238088
1756,1,42,1,1,1,42,0.00488661,-0.07738741,0.02160648,-0.09120936
1757,2,42,1,1,1,42,-0.00140237,-0.03773971,0.07005409,-0.00718171
1758,3,42,1,1,1,42,-4.153e-05,-0.0009925,0.00937522,-0.00410852
1759,1,42,1,1,2,42,-0.00641801,-0.01189604,0.02845411,-0.06136696
1760,2,42,1,1,2,42,0.00202875,-0.02411163,-0.01301215,-0.0065876
1761,3,42,1,1,2,42,-0.00070394,-0.01716062,0.03838057,0.01171753
1762,1,42,1,1,3,42,-0.01739118,0.02987038,0.01256349,-0.01623084
1763,2,42,1,1,3,42,-0.00148958,-0.00439441,-0.01618993,-0.053777
1764,3,42,1,1,3,42,-0.00018176,-0.02491552,0.01686219,0.08489126
1765,1,42,1,1,4,42,0.0,0.04726287,0.01467819,-0.01263517
1766,2,42,1,1,4,42,-0.02990207,-0.02391839,0.01499905,-0.02267408
